origin,surface,key,file,disposition,player_visible,localization,note
installed,casus_belli,cb_break_free_tatar_yoke,break_free_tatar_yoke.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_chinese_unification,unify_china.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_claim_mandate_of_heaven,unify_china.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_claim_throne,claim_throne.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_claim_timurids,01_event_triggered.txt,engine_internal,no,installed,Hardcoded or event-created CB; not player-created.
installed,casus_belli,cb_coalition,coalition.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,casus_belli,cb_colonial_conflict,colonial_conflict.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_colony_war,colony_war.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_conquer_enemy,conquer_enemy.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_conquer_province,conquest.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,casus_belli,cb_crusade,crusade_cb.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_crush_hussitism,crush_hussitism.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_cut_down_in_size,cut_down_in_size.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_declined_call_to_arms,00_hardcoded.txt,engine_internal,no,installed,Hardcoded or event-created CB; not player-created.
installed,casus_belli,cb_denied_military_access,00_hardcoded.txt,engine_internal,no,installed,Hardcoded or event-created CB; not player-created.
installed,casus_belli,cb_destabilized_our_state,01_event_triggered.txt,engine_internal,no,installed,Hardcoded or event-created CB; not player-created.
installed,casus_belli,cb_destroyed_building,00_hardcoded.txt,engine_internal,no,installed,Hardcoded or event-created CB; not player-created.
installed,casus_belli,cb_deus_vult,deus_vult.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_disloyal_subject,disloyal_subject.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,casus_belli,cb_disrupting_trade,disrupting_trade.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_dissolve_tatar_yoke,dissolve_tatar_yoke.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_dlh_invasion_of_china,01_event_triggered.txt,engine_internal,no,installed,Hardcoded or event-created CB; not player-created.
installed,casus_belli,cb_excommunication,excommunication.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_expansion_into_the_steppes,expansion_into_the_steppes.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_exploration,exploration.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_fabricated_conquer_province,fabricated_conquest.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,casus_belli,cb_false_ilkhan_claimant,ilkhanate.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_flower_wars,flower_wars.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_following_through_on_threat,00_hardcoded.txt,engine_internal,no,installed,Hardcoded or event-created CB; not player-created.
installed,casus_belli,cb_force_migration,force_migration.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,casus_belli,cb_gag_force_country_into_faction,gag_force_country_into_faction.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_hegemon,hegemon.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_hegemon_ultimatum,hegemon.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_heretic,heretic.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_high_kingship_overthrow,high_kingship_overthrow.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_high_kingship_reclamation,high_kingship_reclamation.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_high_kingship_subjugate,high_kingship_subjugate.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_horde_vs_civ,horde_vs_civ.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_humiliate,humiliate_opm.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_humiliate_rival,humiliate_rival.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_hundred_years_war,hundred_years_war.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_hundred_years_war_fra,hundred_years_war.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_imperial_ban,imperial_ban.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_imperialism,imperialism.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_independence_war,independence.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,casus_belli,cb_insulted_us,00_hardcoded.txt,engine_internal,no,installed,Hardcoded or event-created CB; not player-created.
installed,casus_belli,cb_iw_annexation,01_event_triggered.txt,engine_internal,no,installed,Hardcoded or event-created CB; not player-created.
installed,casus_belli,cb_iw_challenge_league_leadership,challenge_league_leadership.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_japanese_clan_expand_authority,sengoku.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_japanese_clan_rebel_against_shogunate_authority,sengoku.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_jihad,jihad_cb.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_lat_reconquest,lat_reconquest_cb.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_league_of_public_weal,league_of_public_weal.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_liberate_hre_member,hre_cbs.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_livonian_wars,01_event_triggered.txt,engine_internal,no,installed,Hardcoded or event-created CB; not player-created.
installed,casus_belli,cb_lodi_claims,lodi_claims.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_make_tributary,make_tributary_cb.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,casus_belli,cb_maritime_dominance,01_event_triggered.txt,engine_internal,no,installed,Hardcoded or event-created CB; not player-created.
installed,casus_belli,cb_nanbokuchou,nanbokuchou.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_nationalist,nationalist.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_native_subjugation,native_subjugation.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_none,00_hardcoded.txt,engine_internal,no,installed,Hardcoded or event-created CB; not player-created.
installed,casus_belli,cb_parliament_conquer_province,parliament_conquest.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_prevent_annexation,prevent_annexation.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_push_back_colonizers,push_back_colonizers.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_raiding_retaliation,horde_vs_civ.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_rebel_support,00_hardcoded.txt,engine_internal,no,installed,Hardcoded or event-created CB; not player-created.
installed,casus_belli,cb_reclaim_andalucia,01_event_triggered.txt,engine_internal,no,installed,Hardcoded or event-created CB; not player-created.
installed,casus_belli,cb_red_turban_rebellions,red_turban_rebellions.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_red_turban_rebellions_against_other_rebels,red_turban_rebellions.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_red_turban_rebellions_rein_in_rebels,red_turban_rebellions.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_religious_conformance,01_event_triggered.txt,engine_internal,no,installed,Hardcoded or event-created CB; not player-created.
installed,casus_belli,cb_religious_superiority,religious_superiority.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_resist_annexation,resist_annexation.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_restore_roman_borders,D008_restore_roman_borders.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_scaligeri_war,01_event_triggered.txt,engine_internal,no,installed,Hardcoded or event-created CB; not player-created.
installed,casus_belli,cb_sco_invade_england,01_event_triggered.txt,engine_internal,no,installed,Hardcoded or event-created CB; not player-created.
installed,casus_belli,cb_secure_italy,italian_wars_secure_italy.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_sengoku,sengoku.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_shed_shackles_of_the_ilkahante,ilkhanate.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_shogunate_reassert_authority,sengoku.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_slave_raiding,slave_raiding.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_sound_toll_exemptions_broken,sound_toll_exemptions_broken.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_subject_broke_free,00_hardcoded.txt,engine_internal,no,installed,Hardcoded or event-created CB; not player-created.
installed,casus_belli,cb_subjugation,01_event_triggered.txt,engine_internal,no,installed,Hardcoded or event-created CB; not player-created.
installed,casus_belli,cb_take_shogunate,sengoku.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_timurs_conquests,timurs_conquests.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_trade_conflict,trade_conflict.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,casus_belli,cb_trade_war_triggered,01_event_triggered.txt,engine_internal,no,installed,Hardcoded or event-created CB; not player-created.
installed,casus_belli,cb_tribal_feud,tribal_feud.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,casus_belli,cb_unify_ilkahante,ilkhanate.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_union_independence,union_cbs.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_union_war_for_seniority,union_cbs.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,cb_war_from_event,00_hardcoded.txt,engine_internal,no,installed,Hardcoded or event-created CB; not player-created.
installed,casus_belli,crush_the_revolution_cb,revolution_casus_belli.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,great_northern_conflict,great_northern_conflict.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,casus_belli,spread_the_revolution_cb,revolution_casus_belli.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,annul_casus_belli,annul_casus_belli.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,appanage_request_levies,appanage_request_levies.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,appanage_seize_court_resources,appanage_seize_court_resources.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,appeal_to_circle_diet,imperial_circles.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,appeal_to_emperor,imperial_circles.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,appoint_imperial_circle_leader,imperial_circles.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,ask_for_access_for_war_side,ask_for_access_for_war_side.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,country_interactions,ask_for_dukedom,hre.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,ask_for_money,ask_for_money.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,country_interactions,ask_join_war_for_favors,ask_join_war_for_favors.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,ask_reject_curia_proposal,ask_reject_curia_proposal.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,ask_support_curia_proposal,ask_support_curia_proposal.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,ask_to_lift_excommunication,catholic_interactions.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,ask_to_lift_interdict,catholic_interactions.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,ask_to_vote_for_me_as_emperor,hre.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,assassinate_character,assassinate_character.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,country_interactions,bestow_elector_status,hre.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,bestow_free_city_status,hre.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,bestow_kingdom_title,hre.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,bestow_legatus_natus_status,hre.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,bestow_primas_germaniae_status,hre.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,bolster_imperial_army,hre.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,break_others_alliance,break_others_alliance.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,country_interactions,break_subject_union,break_union.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,bribe_elector_to_vote_for_candidate,hre.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,bribe_voter_for_policy,bribe_vote.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,call_appanage_to_war,appanage_call_to_war.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,call_imperial_circle_to_war,imperial_circles.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,call_order_to_crusade,military_order_relationship.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,cancel_italian_league_sponsor,italian_league_sponsor_interactions.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,challenge_circle_leadership,imperial_circles.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,change_ruler,change_ruler.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,change_subject_court_language,change_subject_court_language.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,change_subject_policy,change_subject_policy.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,demand_additional_tribute,demand_additional_tribute.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,demand_conversion_to_islam,demand_conversion_to_islam.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,demand_silver_tribute,demand_silver_tribute.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,demand_unlawful_territory,hre.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,demote_celestial_governor_to_vassal,demote_celestial_governor_to_vassal.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,elevate_county,hre.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,enforce_culture,enforce_culture.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,enforce_landfriede,hre.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,enforce_religion,enforce_religion.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,enforce_religious_unity,hre.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,excommunicate,catholic_interactions.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,force_change_court_language,force_change_court_language.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,force_embargo,force_embargo.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,form_closer_bond_iroquois,form_closer_bond_iroquois.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,formalize_relations,formalize_italian_state_relations.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,give_location_to_subject,give_location_to_subject.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,country_interactions,give_province_to_subject,give_province_to_subject.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,country_interactions,give_subject_location_to_other_subject,give_subject_location_to_other_subject.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,country_interactions,grant_county_privileges,hre.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,grant_italian_league_sponsor,italian_league_sponsor_interactions.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,improve_cultural_view,improve_cultural_view.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,improve_cultural_view_subject,improve_cultural_view_subject.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,influence_nation,influence_nation.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,country_interactions,intervene_in_subject_civil_war,intervene_in_subject_civil_war.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,country_interactions,intervene_in_subject_regular_war,intervene_in_subject_war.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,country_interactions,intervene_in_union_civil_war,intervene_in_union_civil_war.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,invite_artist,invite_artist.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,country_interactions,invite_prince,invite_prince.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,country_interactions,invite_royal_family,invite_royal_family.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,country_interactions,invite_settlers,invite_settlers.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,country_interactions,invite_to_prussian_crusade,prussian_crusade.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,italian_wars_bribe_country,italian_wars_country_interactions.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,lend_unit_to_ally,lend_unit_to_ally.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,country_interactions,lift_excommunication,catholic_interactions.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,lift_interdict,catholic_interactions.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,lordship_of_ireland_assert_regency,lordship_of_ireland.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,lordship_of_ireland_bestow_lieutenant_status,lordship_of_ireland.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,lordship_of_ireland_enfeoff_regency,lordship_of_ireland.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,lordship_of_ireland_rescind_lieutenant_status,lordship_of_ireland.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,lordship_of_ireland_surrender_and_regrant,lordship_of_ireland.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,merge_colonies,merge_colonies.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,merge_tribe_iroquois,merge_tribe_iroquois.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,mfa_join_against_byz,mfa_join_against_byz.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,mil_order_request_funds,military_order_relationship.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,mil_order_request_men,military_order_relationship.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,move_subject_capital,move_subject_capital.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,negotiate_succession_law,negotiate_succession_law.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,nusta_marriage,nusta_marriage.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,pay_off_debt,pay_off_debt.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,country_interactions,petition_imperial_diet,imperial_circles.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,place_interdict,catholic_interactions.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,place_relative_on_throne,place_relative_on_throne.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,press_sailors,press_sailors.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,promote_member_to_celestial_governor,promote_chinese_vassal_to_celestial_governor.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,propose_ruler,propose_ruler.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,renegotiate_loan,renegotiate_loan.txt,retained_neutral,yes,installed,Installed mechanic is portable to AD 1 and explicitly allowlisted.
installed,country_interactions,request_circle_infrastructure_expansion,imperial_circles.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,request_circle_privilege,imperial_circles.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,request_county_privileges,hre.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,request_crown_character,request_crown_character.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,request_divorce,catholic_interactions.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,request_elector_status,hre.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,request_free_city_status,hre.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
installed,country_interactions,request_kingdom_title,hre.txt,quarantined,no,installed,Mounted post-antique or profile-unsafe definition is false-gated.
