key,name,group,language,source,confidence,note
antq_arabian_polytheism,Arabian Polytheism,antq_arabian_religion_group,arabic_language,P11;CAH-XI,secure,Arabian cults and Kaaba tradition
antq_south_arabian_religion,South Arabian Religion,antq_arabian_religion_group,south_arabic_language,P11;CAH-XI,secure,Sabaean and Himyarite cults
antq_punic,Canaanite-Punic Religion,antq_classical_pagan_group,latin_language,P11;CAH-XI,contested,Punic residual communities
antq_celtic_religion,Celtic Religion,antq_european_folk_group,gaelic_language,P11;CAH-XI,secure,Druidic and Celtic cults
antq_germanic_religion,Germanic Religion,antq_european_folk_group,german_language,P11;CAH-XI,secure,Germanic cults
antq_baltic_slavic,Baltic-Slavic Religion,antq_european_folk_group,baltic_language,P11;CAH-XI,contested,Baltic and Venedi cults
antq_finnic,Finnic Religion,antq_european_folk_group,sami_language,P11;CAH-XI,contested,Finnic and Uralic cults
antq_berber_religion,Berber Religion,antq_african_folk_group,arabic_language,P11;CAH-XI,contested,Berber ritual traditions
antq_nile_cushitic,Nilotic-Cushitic Traditions,antq_african_folk_group,nubian_language,P11;CAH-XI,contested,Nilotic and Cushitic traditions
antq_west_african,West African Traditions,antq_african_folk_group,mande_language,P11;CAH-XI,contested,West African religious traditions
antq_bantu_religion,Bantu Traditions,antq_african_folk_group,mande_language,P11;CAH-XI,contested,Bantu religious traditions
antq_mesoamerican,Mesoamerican Religion,antq_american_religion_group,maya_language,P11;CAH-XI,secure,Mesoamerican ritual traditions
antq_andean,Andean Religion,antq_american_religion_group,quechuan_language,P11;CAH-XI,secure,Andean ritual traditions
antq_north_american,North American Animisms,antq_american_religion_group,inuit_language,P11;CAH-XI,contested,North American ritual traditions
antq_siberian,Siberian Shamanism,antq_steppe_religion_group,mongolian_language,P11;CAH-XI,contested,Siberian ritual traditions
antq_austronesian_religion,Austronesian Religion,antq_oceanic_religion_group,malay_language,P11;CAH-XI,contested,Austronesian and Polynesian traditions
antq_australian_dreaming,Australian Dreaming,antq_oceanic_religion_group,inuit_language,P11;CAH-XI,contested,Australian traditions
antq_caribbean,Caribbean Animisms,antq_american_religion_group,cariban_language,P11;CAH-XI,contested,Caribbean ritual traditions
antq_eastern_hill_traditions,Eastern Hill Traditions,antq_northeast_indian_religion_group,meitei_language,OUP-NEINDIA;P11,contested,Plural northeast Indian plateau valley and highland traditions represented without backdating later organized religions or one uniform cult
antq_eastern_iranian_traditions,Eastern Iranian Traditions,antq_iranian_religion_group,persian_language,HAN-WR;IRAN-SOG-KANGJU;UNESCO-CA-NOMADS;P11,contested,Plural Bactrian Sogdian Ferghana Kangju and Aria cult contexts represented without imposing one Arsacid orthodoxy or recovered common liturgy
antq_tarim_oasis_traditions,Western Regions Oasis Traditions,antq_iranian_religion_group,persian_language,HAN-WR;HHS-WR;IRAN-CT;P11,contested,Plural Tarim and north-Tianshan local cults represented without backdating widespread Mahayana institutions later documented languages or one common creed
antq_western_plateau_traditions,Western Plateau Traditions,antq_steppe_religion_group,mongolian_language,CAM-TIB-ARCH;OXF-SINO-TIB;P11,contested,Plural western and northern plateau ritual traditions represented without equating archaeology with organized later Bon or one common creed
antq_central_plateau_traditions,Central Plateau Traditions,antq_steppe_religion_group,mongolian_language,ANT-BANGGA;CAM-TIB-ARCH;P11,contested,Plural central-valley household landscape ancestor and mortuary traditions without backdating imperial Buddhism or organized later Bon
antq_eastern_plateau_traditions,Eastern Plateau Traditions,antq_steppe_religion_group,mongolian_language,CAM-EAST-TIB;RAD-YUSHU;OXF-EAST-RIM;P11,contested,Plural eastern highland and corridor traditions without deriving one cult from stone-cist burials or later ethnography
antq_central_indian_traditions,Central Indian Local Traditions,antq_northeast_indian_religion_group,munda_language,CAM-CENTRAL-INDIA-MEGALITHS;INFLIB-EARLY-HISTORIC;P11,contested,Plural Narmada Vindhya Son and Bastar local traditions represented through archaeological landscapes without inventing one theology priesthood ethnicity or cult
