sheet,cell,key,age,track,profile,subject,historical_brief,source,reference,prompt
sheet_013.png,bottom_left,antq_hillfort_district_compacts_delegates,Dominate,statecraft,baltic,Baltic: Hillfort District Compacts Delegates,"Fortified nodes and dispersed farmsteads sustained district-scale obligations without projecting later territorial states. In this advance, trained delegates linked local authorities to wider political networks.",P8.7;P15;PAN-WBB;P20,assets_queue/references/vanilla_advance_style_reference.png,"Use case: stylized-concept
Asset type: four separate Europa Universalis V advance-icon cutouts
Primary request: Create exactly four distinct archaeological still-life icon compositions in a clean 2x2 grid.
Input image: the supplied image is an exact installed EU5 advance-icon style reference; match its crisp isolated-object rendering, realistic material detail, natural color, edge treatment, and transparent-cutout composition.
Scene/backdrop: perfectly flat solid #00ff00 chroma-key field in all four cells; no dividers, frames, shadows on the field, gradients, texture, floor plane, or lighting variation.
Style/medium: premium EU5-native painted-realistic object cutouts, not a generic fantasy-game icon, not a miniature scene.
Composition/framing: one centered, generously padded cluster per quadrant; keep every object wholly inside its quadrant and visually separated from the other three.
Lighting/mood: neutral soft studio light with controlled highlights; authentic material colors; no sepia or yellow filter.
Top Left: Baltic: Amber Route Redistribution Stewardship. Use historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Reduced Roman demand shifted authority toward local brokers controlling portages, metal, hides, and ceremonial valuables. In this advance, specialized stewards coordinated routes, stores, petitions, and public works.
Top Right: Baltic: Amber Route Redistribution Compact. Use historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Reduced Roman demand shifted authority toward local brokers controlling portages, metal, hides, and ceremonial valuables. In this advance, a durable compact balanced central claims with local consent and custom.
Bottom Left: Baltic: Hillfort District Compacts Delegates. Use historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Fortified nodes and dispersed farmsteads sustained district-scale obligations without projecting later territorial states. In this advance, trained delegates linked local authorities to wider political networks.
Bottom Right: Baltic: Hillfort District Compacts Tallies. Use historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Fortified nodes and dispersed farmsteads sustained district-scale obligations without projecting later territorial states. In this advance, regular tallies made obligations, stores, and negotiated contributions legible.
Constraints: exactly four different icons; AD 96-476 material culture only; use region-specific objects and construction; no repeated composition; no text, letters, numerals, glyphs, flags, maps, heraldry, portraits, borders, badges, coins with readable inscriptions, modern objects, medieval plate armour, firearms, or watermark.
Avoid: cheap yellow grading, muddy monochrome, generic fantasy props, crowded tableaux, people, architecture filling the cell, square picture backgrounds, drop shadows, vignette, or objects crossing quadrant boundaries."
sheet_013.png,bottom_right,antq_hillfort_district_compacts_tallies,Dominate,statecraft,baltic,Baltic: Hillfort District Compacts Tallies,"Fortified nodes and dispersed farmsteads sustained district-scale obligations without projecting later territorial states. In this advance, regular tallies made obligations, stores, and negotiated contributions legible.",P8.7;P15;PAN-WBB;P20,assets_queue/references/vanilla_advance_style_reference.png,"Use case: stylized-concept
Asset type: four separate Europa Universalis V advance-icon cutouts
Primary request: Create exactly four distinct archaeological still-life icon compositions in a clean 2x2 grid.
Input image: the supplied image is an exact installed EU5 advance-icon style reference; match its crisp isolated-object rendering, realistic material detail, natural color, edge treatment, and transparent-cutout composition.
Scene/backdrop: perfectly flat solid #00ff00 chroma-key field in all four cells; no dividers, frames, shadows on the field, gradients, texture, floor plane, or lighting variation.
Style/medium: premium EU5-native painted-realistic object cutouts, not a generic fantasy-game icon, not a miniature scene.
Composition/framing: one centered, generously padded cluster per quadrant; keep every object wholly inside its quadrant and visually separated from the other three.
Lighting/mood: neutral soft studio light with controlled highlights; authentic material colors; no sepia or yellow filter.
Top Left: Baltic: Amber Route Redistribution Stewardship. Use historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Reduced Roman demand shifted authority toward local brokers controlling portages, metal, hides, and ceremonial valuables. In this advance, specialized stewards coordinated routes, stores, petitions, and public works.
Top Right: Baltic: Amber Route Redistribution Compact. Use historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Reduced Roman demand shifted authority toward local brokers controlling portages, metal, hides, and ceremonial valuables. In this advance, a durable compact balanced central claims with local consent and custom.
Bottom Left: Baltic: Hillfort District Compacts Delegates. Use historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Fortified nodes and dispersed farmsteads sustained district-scale obligations without projecting later territorial states. In this advance, trained delegates linked local authorities to wider political networks.
Bottom Right: Baltic: Hillfort District Compacts Tallies. Use historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Fortified nodes and dispersed farmsteads sustained district-scale obligations without projecting later territorial states. In this advance, regular tallies made obligations, stores, and negotiated contributions legible.
Constraints: exactly four different icons; AD 96-476 material culture only; use region-specific objects and construction; no repeated composition; no text, letters, numerals, glyphs, flags, maps, heraldry, portraits, borders, badges, coins with readable inscriptions, modern objects, medieval plate armour, firearms, or watermark.
Avoid: cheap yellow grading, muddy monochrome, generic fantasy props, crowded tableaux, people, architecture filling the cell, square picture backgrounds, drop shadows, vignette, or objects crossing quadrant boundaries."
sheet_014.png,top_left,antq_hillfort_district_compacts_arbitration,Dominate,statecraft,baltic,Baltic: Hillfort District Compacts Arbitration,"Fortified nodes and dispersed farmsteads sustained district-scale obligations without projecting later territorial states. In this advance, recognized mediators settled disputes across household and district boundaries.",P8.7;P15;PAN-WBB;P20,assets_queue/references/vanilla_advance_style_reference.png,"Use case: stylized-concept
Asset type: four separate Europa Universalis V advance-icon cutouts
Primary request: Create exactly four distinct archaeological still-life icon compositions in a clean 2x2 grid.
Input image: the supplied image is an exact installed EU5 advance-icon style reference; match its crisp isolated-object rendering, realistic material detail, natural color, edge treatment, and transparent-cutout composition.
Scene/backdrop: perfectly flat solid #00ff00 chroma-key field in all four cells; no dividers, frames, shadows on the field, gradients, texture, floor plane, or lighting variation.
Style/medium: premium EU5-native painted-realistic object cutouts, not a generic fantasy-game icon, not a miniature scene.
Composition/framing: one centered, generously padded cluster per quadrant; keep every object wholly inside its quadrant and visually separated from the other three.
Lighting/mood: neutral soft studio light with controlled highlights; authentic material colors; no sepia or yellow filter.
Top Left: Baltic: Hillfort District Compacts Arbitration. Use historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Fortified nodes and dispersed farmsteads sustained district-scale obligations without projecting later territorial states. In this advance, recognized mediators settled disputes across household and district boundaries.
Top Right: Baltic: Hillfort District Compacts Stewardship. Use historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Fortified nodes and dispersed farmsteads sustained district-scale obligations without projecting later territorial states. In this advance, specialized stewards coordinated routes, stores, petitions, and public works.
Bottom Left: Baltic: Hillfort District Compacts Compact. Use historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Fortified nodes and dispersed farmsteads sustained district-scale obligations without projecting later territorial states. In this advance, a durable compact balanced central claims with local consent and custom.
Bottom Right: Baltic: Post Imperial Coastal Lordship Delegates. Use historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Migration-era coast and river communities concentrated exchange and armed followings around emergent local lords. In this advance, trained delegates linked local authorities to wider political networks.
Constraints: exactly four different icons; AD 96-476 material culture only; use region-specific objects and construction; no repeated composition; no text, letters, numerals, glyphs, flags, maps, heraldry, portraits, borders, badges, coins with readable inscriptions, modern objects, medieval plate armour, firearms, or watermark.
Avoid: cheap yellow grading, muddy monochrome, generic fantasy props, crowded tableaux, people, architecture filling the cell, square picture backgrounds, drop shadows, vignette, or objects crossing quadrant boundaries."
sheet_014.png,top_right,antq_hillfort_district_compacts_stewardship,Dominate,statecraft,baltic,Baltic: Hillfort District Compacts Stewardship,"Fortified nodes and dispersed farmsteads sustained district-scale obligations without projecting later territorial states. In this advance, specialized stewards coordinated routes, stores, petitions, and public works.",P8.7;P15;PAN-WBB;P20,assets_queue/references/vanilla_advance_style_reference.png,"Use case: stylized-concept
Asset type: four separate Europa Universalis V advance-icon cutouts
Primary request: Create exactly four distinct archaeological still-life icon compositions in a clean 2x2 grid.
Input image: the supplied image is an exact installed EU5 advance-icon style reference; match its crisp isolated-object rendering, realistic material detail, natural color, edge treatment, and transparent-cutout composition.
Scene/backdrop: perfectly flat solid #00ff00 chroma-key field in all four cells; no dividers, frames, shadows on the field, gradients, texture, floor plane, or lighting variation.
Style/medium: premium EU5-native painted-realistic object cutouts, not a generic fantasy-game icon, not a miniature scene.
Composition/framing: one centered, generously padded cluster per quadrant; keep every object wholly inside its quadrant and visually separated from the other three.
Lighting/mood: neutral soft studio light with controlled highlights; authentic material colors; no sepia or yellow filter.
Top Left: Baltic: Hillfort District Compacts Arbitration. Use historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Fortified nodes and dispersed farmsteads sustained district-scale obligations without projecting later territorial states. In this advance, recognized mediators settled disputes across household and district boundaries.
Top Right: Baltic: Hillfort District Compacts Stewardship. Use historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Fortified nodes and dispersed farmsteads sustained district-scale obligations without projecting later territorial states. In this advance, specialized stewards coordinated routes, stores, petitions, and public works.
Bottom Left: Baltic: Hillfort District Compacts Compact. Use historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Fortified nodes and dispersed farmsteads sustained district-scale obligations without projecting later territorial states. In this advance, a durable compact balanced central claims with local consent and custom.
Bottom Right: Baltic: Post Imperial Coastal Lordship Delegates. Use historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Migration-era coast and river communities concentrated exchange and armed followings around emergent local lords. In this advance, trained delegates linked local authorities to wider political networks.
Constraints: exactly four different icons; AD 96-476 material culture only; use region-specific objects and construction; no repeated composition; no text, letters, numerals, glyphs, flags, maps, heraldry, portraits, borders, badges, coins with readable inscriptions, modern objects, medieval plate armour, firearms, or watermark.
Avoid: cheap yellow grading, muddy monochrome, generic fantasy props, crowded tableaux, people, architecture filling the cell, square picture backgrounds, drop shadows, vignette, or objects crossing quadrant boundaries."
sheet_014.png,bottom_left,antq_hillfort_district_compacts_compact,Dominate,statecraft,baltic,Baltic: Hillfort District Compacts Compact,"Fortified nodes and dispersed farmsteads sustained district-scale obligations without projecting later territorial states. In this advance, a durable compact balanced central claims with local consent and custom.",P8.7;P15;PAN-WBB;P20,assets_queue/references/vanilla_advance_style_reference.png,"Use case: stylized-concept
Asset type: four separate Europa Universalis V advance-icon cutouts
Primary request: Create exactly four distinct archaeological still-life icon compositions in a clean 2x2 grid.
Input image: the supplied image is an exact installed EU5 advance-icon style reference; match its crisp isolated-object rendering, realistic material detail, natural color, edge treatment, and transparent-cutout composition.
Scene/backdrop: perfectly flat solid #00ff00 chroma-key field in all four cells; no dividers, frames, shadows on the field, gradients, texture, floor plane, or lighting variation.
Style/medium: premium EU5-native painted-realistic object cutouts, not a generic fantasy-game icon, not a miniature scene.
Composition/framing: one centered, generously padded cluster per quadrant; keep every object wholly inside its quadrant and visually separated from the other three.
Lighting/mood: neutral soft studio light with controlled highlights; authentic material colors; no sepia or yellow filter.
Top Left: Baltic: Hillfort District Compacts Arbitration. Use historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Fortified nodes and dispersed farmsteads sustained district-scale obligations without projecting later territorial states. In this advance, recognized mediators settled disputes across household and district boundaries.
Top Right: Baltic: Hillfort District Compacts Stewardship. Use historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Fortified nodes and dispersed farmsteads sustained district-scale obligations without projecting later territorial states. In this advance, specialized stewards coordinated routes, stores, petitions, and public works.
Bottom Left: Baltic: Hillfort District Compacts Compact. Use historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Fortified nodes and dispersed farmsteads sustained district-scale obligations without projecting later territorial states. In this advance, a durable compact balanced central claims with local consent and custom.
Bottom Right: Baltic: Post Imperial Coastal Lordship Delegates. Use historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Migration-era coast and river communities concentrated exchange and armed followings around emergent local lords. In this advance, trained delegates linked local authorities to wider political networks.
Constraints: exactly four different icons; AD 96-476 material culture only; use region-specific objects and construction; no repeated composition; no text, letters, numerals, glyphs, flags, maps, heraldry, portraits, borders, badges, coins with readable inscriptions, modern objects, medieval plate armour, firearms, or watermark.
Avoid: cheap yellow grading, muddy monochrome, generic fantasy props, crowded tableaux, people, architecture filling the cell, square picture backgrounds, drop shadows, vignette, or objects crossing quadrant boundaries."
sheet_014.png,bottom_right,antq_post_roman_coastal_lordship_delegates,Federate Age,statecraft,baltic,Baltic: Post Imperial Coastal Lordship Delegates,"Migration-era coast and river communities concentrated exchange and armed followings around emergent local lords. In this advance, trained delegates linked local authorities to wider political networks.",P8.7;P15;PAN-WBB;P20,assets_queue/references/vanilla_advance_style_reference.png,"Use case: stylized-concept
Asset type: four separate Europa Universalis V advance-icon cutouts
Primary request: Create exactly four distinct archaeological still-life icon compositions in a clean 2x2 grid.
Input image: the supplied image is an exact installed EU5 advance-icon style reference; match its crisp isolated-object rendering, realistic material detail, natural color, edge treatment, and transparent-cutout composition.
Scene/backdrop: perfectly flat solid #00ff00 chroma-key field in all four cells; no dividers, frames, shadows on the field, gradients, texture, floor plane, or lighting variation.
Style/medium: premium EU5-native painted-realistic object cutouts, not a generic fantasy-game icon, not a miniature scene.
Composition/framing: one centered, generously padded cluster per quadrant; keep every object wholly inside its quadrant and visually separated from the other three.
Lighting/mood: neutral soft studio light with controlled highlights; authentic material colors; no sepia or yellow filter.
Top Left: Baltic: Hillfort District Compacts Arbitration. Use historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Fortified nodes and dispersed farmsteads sustained district-scale obligations without projecting later territorial states. In this advance, recognized mediators settled disputes across household and district boundaries.
Top Right: Baltic: Hillfort District Compacts Stewardship. Use historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Fortified nodes and dispersed farmsteads sustained district-scale obligations without projecting later territorial states. In this advance, specialized stewards coordinated routes, stores, petitions, and public works.
Bottom Left: Baltic: Hillfort District Compacts Compact. Use historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Fortified nodes and dispersed farmsteads sustained district-scale obligations without projecting later territorial states. In this advance, a durable compact balanced central claims with local consent and custom.
Bottom Right: Baltic: Post Imperial Coastal Lordship Delegates. Use historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Migration-era coast and river communities concentrated exchange and armed followings around emergent local lords. In this advance, trained delegates linked local authorities to wider political networks.
Constraints: exactly four different icons; AD 96-476 material culture only; use region-specific objects and construction; no repeated composition; no text, letters, numerals, glyphs, flags, maps, heraldry, portraits, borders, badges, coins with readable inscriptions, modern objects, medieval plate armour, firearms, or watermark.
Avoid: cheap yellow grading, muddy monochrome, generic fantasy props, crowded tableaux, people, architecture filling the cell, square picture backgrounds, drop shadows, vignette, or objects crossing quadrant boundaries."
sheet_015.png,top_left,antq_post_roman_coastal_lordship_tallies,Federate Age,statecraft,baltic,Baltic: Post Imperial Coastal Lordship Tallies,"Migration-era coast and river communities concentrated exchange and armed followings around emergent local lords. In this advance, regular tallies made obligations, stores, and negotiated contributions legible.",P8.7;P15;PAN-WBB;P20,assets_queue/references/vanilla_advance_style_reference.png,"Use case: stylized-concept
Asset type: four separate Europa Universalis V advance-icon cutouts
Primary request: Create exactly four distinct archaeological still-life icon compositions in a clean 2x2 grid.
Input image: the supplied image is an exact installed EU5 advance-icon style reference; match its crisp isolated-object rendering, realistic material detail, natural color, edge treatment, and transparent-cutout composition.
Scene/backdrop: perfectly flat solid #00ff00 chroma-key field in all four cells; no dividers, frames, shadows on the field, gradients, texture, floor plane, or lighting variation.
Style/medium: premium EU5-native painted-realistic object cutouts, not a generic fantasy-game icon, not a miniature scene.
Composition/framing: one centered, generously padded cluster per quadrant; keep every object wholly inside its quadrant and visually separated from the other three.
Lighting/mood: neutral soft studio light with controlled highlights; authentic material colors; no sepia or yellow filter.
Top Left: Baltic: Post Imperial Coastal Lordship Tallies. Use historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Migration-era coast and river communities concentrated exchange and armed followings around emergent local lords. In this advance, regular tallies made obligations, stores, and negotiated contributions legible.
Top Right: Baltic: Post Imperial Coastal Lordship Arbitration. Use historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Migration-era coast and river communities concentrated exchange and armed followings around emergent local lords. In this advance, recognized mediators settled disputes across household and district boundaries.
Bottom Left: Baltic: Post Imperial Coastal Lordship Stewardship. Use historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Migration-era coast and river communities concentrated exchange and armed followings around emergent local lords. In this advance, specialized stewards coordinated routes, stores, petitions, and public works.
Bottom Right: Baltic: Post Imperial Coastal Lordship Compact. Use historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Migration-era coast and river communities concentrated exchange and armed followings around emergent local lords. In this advance, a durable compact balanced central claims with local consent and custom.
Constraints: exactly four different icons; AD 96-476 material culture only; use region-specific objects and construction; no repeated composition; no text, letters, numerals, glyphs, flags, maps, heraldry, portraits, borders, badges, coins with readable inscriptions, modern objects, medieval plate armour, firearms, or watermark.
Avoid: cheap yellow grading, muddy monochrome, generic fantasy props, crowded tableaux, people, architecture filling the cell, square picture backgrounds, drop shadows, vignette, or objects crossing quadrant boundaries."
sheet_015.png,top_right,antq_post_roman_coastal_lordship_arbitration,Federate Age,statecraft,baltic,Baltic: Post Imperial Coastal Lordship Arbitration,"Migration-era coast and river communities concentrated exchange and armed followings around emergent local lords. In this advance, recognized mediators settled disputes across household and district boundaries.",P8.7;P15;PAN-WBB;P20,assets_queue/references/vanilla_advance_style_reference.png,"Use case: stylized-concept
Asset type: four separate Europa Universalis V advance-icon cutouts
Primary request: Create exactly four distinct archaeological still-life icon compositions in a clean 2x2 grid.
Input image: the supplied image is an exact installed EU5 advance-icon style reference; match its crisp isolated-object rendering, realistic material detail, natural color, edge treatment, and transparent-cutout composition.
Scene/backdrop: perfectly flat solid #00ff00 chroma-key field in all four cells; no dividers, frames, shadows on the field, gradients, texture, floor plane, or lighting variation.
Style/medium: premium EU5-native painted-realistic object cutouts, not a generic fantasy-game icon, not a miniature scene.
Composition/framing: one centered, generously padded cluster per quadrant; keep every object wholly inside its quadrant and visually separated from the other three.
Lighting/mood: neutral soft studio light with controlled highlights; authentic material colors; no sepia or yellow filter.
Top Left: Baltic: Post Imperial Coastal Lordship Tallies. Use historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Migration-era coast and river communities concentrated exchange and armed followings around emergent local lords. In this advance, regular tallies made obligations, stores, and negotiated contributions legible.
Top Right: Baltic: Post Imperial Coastal Lordship Arbitration. Use historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Migration-era coast and river communities concentrated exchange and armed followings around emergent local lords. In this advance, recognized mediators settled disputes across household and district boundaries.
Bottom Left: Baltic: Post Imperial Coastal Lordship Stewardship. Use historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Migration-era coast and river communities concentrated exchange and armed followings around emergent local lords. In this advance, specialized stewards coordinated routes, stores, petitions, and public works.
Bottom Right: Baltic: Post Imperial Coastal Lordship Compact. Use historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Migration-era coast and river communities concentrated exchange and armed followings around emergent local lords. In this advance, a durable compact balanced central claims with local consent and custom.
Constraints: exactly four different icons; AD 96-476 material culture only; use region-specific objects and construction; no repeated composition; no text, letters, numerals, glyphs, flags, maps, heraldry, portraits, borders, badges, coins with readable inscriptions, modern objects, medieval plate armour, firearms, or watermark.
Avoid: cheap yellow grading, muddy monochrome, generic fantasy props, crowded tableaux, people, architecture filling the cell, square picture backgrounds, drop shadows, vignette, or objects crossing quadrant boundaries."
sheet_015.png,bottom_left,antq_post_roman_coastal_lordship_stewardship,Federate Age,statecraft,baltic,Baltic: Post Imperial Coastal Lordship Stewardship,"Migration-era coast and river communities concentrated exchange and armed followings around emergent local lords. In this advance, specialized stewards coordinated routes, stores, petitions, and public works.",P8.7;P15;PAN-WBB;P20,assets_queue/references/vanilla_advance_style_reference.png,"Use case: stylized-concept
Asset type: four separate Europa Universalis V advance-icon cutouts
Primary request: Create exactly four distinct archaeological still-life icon compositions in a clean 2x2 grid.
Input image: the supplied image is an exact installed EU5 advance-icon style reference; match its crisp isolated-object rendering, realistic material detail, natural color, edge treatment, and transparent-cutout composition.
Scene/backdrop: perfectly flat solid #00ff00 chroma-key field in all four cells; no dividers, frames, shadows on the field, gradients, texture, floor plane, or lighting variation.
Style/medium: premium EU5-native painted-realistic object cutouts, not a generic fantasy-game icon, not a miniature scene.
Composition/framing: one centered, generously padded cluster per quadrant; keep every object wholly inside its quadrant and visually separated from the other three.
Lighting/mood: neutral soft studio light with controlled highlights; authentic material colors; no sepia or yellow filter.
Top Left: Baltic: Post Imperial Coastal Lordship Tallies. Use historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Migration-era coast and river communities concentrated exchange and armed followings around emergent local lords. In this advance, regular tallies made obligations, stores, and negotiated contributions legible.
Top Right: Baltic: Post Imperial Coastal Lordship Arbitration. Use historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Migration-era coast and river communities concentrated exchange and armed followings around emergent local lords. In this advance, recognized mediators settled disputes across household and district boundaries.
Bottom Left: Baltic: Post Imperial Coastal Lordship Stewardship. Use historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Migration-era coast and river communities concentrated exchange and armed followings around emergent local lords. In this advance, specialized stewards coordinated routes, stores, petitions, and public works.
Bottom Right: Baltic: Post Imperial Coastal Lordship Compact. Use historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Migration-era coast and river communities concentrated exchange and armed followings around emergent local lords. In this advance, a durable compact balanced central claims with local consent and custom.
Constraints: exactly four different icons; AD 96-476 material culture only; use region-specific objects and construction; no repeated composition; no text, letters, numerals, glyphs, flags, maps, heraldry, portraits, borders, badges, coins with readable inscriptions, modern objects, medieval plate armour, firearms, or watermark.
Avoid: cheap yellow grading, muddy monochrome, generic fantasy props, crowded tableaux, people, architecture filling the cell, square picture backgrounds, drop shadows, vignette, or objects crossing quadrant boundaries."
sheet_015.png,bottom_right,antq_post_roman_coastal_lordship_compact,Federate Age,statecraft,baltic,Baltic: Post Imperial Coastal Lordship Compact,"Migration-era coast and river communities concentrated exchange and armed followings around emergent local lords. In this advance, a durable compact balanced central claims with local consent and custom.",P8.7;P15;PAN-WBB;P20,assets_queue/references/vanilla_advance_style_reference.png,"Use case: stylized-concept
Asset type: four separate Europa Universalis V advance-icon cutouts
Primary request: Create exactly four distinct archaeological still-life icon compositions in a clean 2x2 grid.
Input image: the supplied image is an exact installed EU5 advance-icon style reference; match its crisp isolated-object rendering, realistic material detail, natural color, edge treatment, and transparent-cutout composition.
Scene/backdrop: perfectly flat solid #00ff00 chroma-key field in all four cells; no dividers, frames, shadows on the field, gradients, texture, floor plane, or lighting variation.
Style/medium: premium EU5-native painted-realistic object cutouts, not a generic fantasy-game icon, not a miniature scene.
Composition/framing: one centered, generously padded cluster per quadrant; keep every object wholly inside its quadrant and visually separated from the other three.
Lighting/mood: neutral soft studio light with controlled highlights; authentic material colors; no sepia or yellow filter.
Top Left: Baltic: Post Imperial Coastal Lordship Tallies. Use historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Migration-era coast and river communities concentrated exchange and armed followings around emergent local lords. In this advance, regular tallies made obligations, stores, and negotiated contributions legible.
Top Right: Baltic: Post Imperial Coastal Lordship Arbitration. Use historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Migration-era coast and river communities concentrated exchange and armed followings around emergent local lords. In this advance, recognized mediators settled disputes across household and district boundaries.
Bottom Left: Baltic: Post Imperial Coastal Lordship Stewardship. Use historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Migration-era coast and river communities concentrated exchange and armed followings around emergent local lords. In this advance, specialized stewards coordinated routes, stores, petitions, and public works.
Bottom Right: Baltic: Post Imperial Coastal Lordship Compact. Use historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Migration-era coast and river communities concentrated exchange and armed followings around emergent local lords. In this advance, a durable compact balanced central claims with local consent and custom.
Constraints: exactly four different icons; AD 96-476 material culture only; use region-specific objects and construction; no repeated composition; no text, letters, numerals, glyphs, flags, maps, heraldry, portraits, borders, badges, coins with readable inscriptions, modern objects, medieval plate armour, firearms, or watermark.
Avoid: cheap yellow grading, muddy monochrome, generic fantasy props, crowded tableaux, people, architecture filling the cell, square picture backgrounds, drop shadows, vignette, or objects crossing quadrant boundaries."
sheet_016.png,top_left,antq_kama_metallurgical_custody_delegates,High Empires,statecraft,uralic,"Volga, Kama, and Northern Forest: Kama Metallurgical Custody Delegates","Kama communities tied metallurgical specialists, sanctuary deposits, and river-route stewards to seasonal authority. In this advance, trained delegates linked local authorities to wider political networks.",P8.7;P15;BSE-GLYADENOVO;P20,assets_queue/references/vanilla_advance_style_reference.png,"Use case: stylized-concept
Asset type: four separate Europa Universalis V advance-icon cutouts
Primary request: Create exactly four distinct archaeological still-life icon compositions in a clean 2x2 grid.
Input image: the supplied image is an exact installed EU5 advance-icon style reference; match its crisp isolated-object rendering, realistic material detail, natural color, edge treatment, and transparent-cutout composition.
Scene/backdrop: perfectly flat solid #00ff00 chroma-key field in all four cells; no dividers, frames, shadows on the field, gradients, texture, floor plane, or lighting variation.
Style/medium: premium EU5-native painted-realistic object cutouts, not a generic fantasy-game icon, not a miniature scene.
Composition/framing: one centered, generously padded cluster per quadrant; keep every object wholly inside its quadrant and visually separated from the other three.
Lighting/mood: neutral soft studio light with controlled highlights; authentic material colors; no sepia or yellow filter.
Top Left: Volga, Kama, and Northern Forest: Kama Metallurgical Custody Delegates. Use historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Kama communities tied metallurgical specialists, sanctuary deposits, and river-route stewards to seasonal authority. In this advance, trained delegates linked local authorities to wider political networks.
Top Right: Volga, Kama, and Northern Forest: Kama Metallurgical Custody Tallies. Use historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Kama communities tied metallurgical specialists, sanctuary deposits, and river-route stewards to seasonal authority. In this advance, regular tallies made obligations, stores, and negotiated contributions legible.
Bottom Left: Volga, Kama, and Northern Forest: Kama Metallurgical Custody Arbitration. Use historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Kama communities tied metallurgical specialists, sanctuary deposits, and river-route stewards to seasonal authority. In this advance, recognized mediators settled disputes across household and district boundaries.
Bottom Right: Volga, Kama, and Northern Forest: Kama Metallurgical Custody Stewardship. Use historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Kama communities tied metallurgical specialists, sanctuary deposits, and river-route stewards to seasonal authority. In this advance, specialized stewards coordinated routes, stores, petitions, and public works.
Constraints: exactly four different icons; AD 96-476 material culture only; use region-specific objects and construction; no repeated composition; no text, letters, numerals, glyphs, flags, maps, heraldry, portraits, borders, badges, coins with readable inscriptions, modern objects, medieval plate armour, firearms, or watermark.
Avoid: cheap yellow grading, muddy monochrome, generic fantasy props, crowded tableaux, people, architecture filling the cell, square picture backgrounds, drop shadows, vignette, or objects crossing quadrant boundaries."
