sheet,cell,key,age,track,subject,historical_brief,source,reference,prompt
sheet_005.png,top_right,antq_shared_public_measure_stones,High Empires,statecraft,Public Measure Stones,Recognized reference weights or volumes reduced disputes without imposing one universal ancient standard.,P15;CAH-XI;P20,assets_queue/references/vanilla_advance_style_reference.png,"Use case: stylized-concept
Asset type: exactly four separate Europa Universalis V advance-icon cutouts
Primary request: Create four distinct archaeological still-life icon compositions in a clean 2x2 grid.
Input image: the supplied image is an exact installed EU5 advance-icon reference. Match its crisp isolated-object rendering, realistic material detail, restrained natural color, edge treatment, transparent-cutout composition, and premium finish exactly.
Scene/backdrop: perfectly flat solid #00ff00 chroma-key field in all four cells; no dividers, frames, texture, gradients, floor plane, or lighting variation in the green.
Composition/framing: one centered and generously padded object cluster per quadrant. Keep all objects wholly inside their own quadrant with large clear gaps at the centre lines.
Lighting/mood: neutral soft studio light, controlled highlights, authentic material colours. Absolutely no yellow, sepia, orange, or teal grading.
Top Left: Portage-Team Organization. Compose an unmistakable cluster from historically appropriate weights, containers, route objects, coins or weighed media, cordage, and cargo seals. Historical brief: Coordinated carriers moved boats and cargo around rapids, shallows, divides, and broken roads.
Top Right: Public Measure Stones. Compose an unmistakable cluster from historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Recognized reference weights or volumes reduced disputes without imposing one universal ancient standard.
Bottom Left: Reserve Seed Stores. Compose an unmistakable cluster from historically appropriate household, ritual, charitable, assembly, craft, and settlement objects. Historical brief: Protected seed stocks separated the next sowing from ordinary consumption and emergency redistribution.
Bottom Right: Scout-Interpreter Networks. Compose an unmistakable cluster from historically appropriate period weapons, armour fittings, remount gear, route markers, and ration vessels. Historical brief: Guides able to cross linguistic and political frontiers improved warning, negotiation, and route selection.
Constraints: exactly four different icons; material culture appropriate to AD 1-476; visually distinguish all four by silhouette and materials; no repeated central object; no text, letters, numerals, maps, heraldry, portraits, people, modern objects, medieval plate armour, firearms, borders, badges, readable inscriptions, or watermark.
Avoid: generic fantasy props, cheap yellow filter, muddy monochrome, crowded miniature scenes, full buildings, square picture backgrounds, drop shadows on the green, vignette, quadrant dividers, or any object crossing a quadrant boundary."
sheet_005.png,bottom_left,antq_shared_reserve_seed_stores,High Empires,society,Reserve Seed Stores,Protected seed stocks separated the next sowing from ordinary consumption and emergency redistribution.,P15;CAH-XI;P20,assets_queue/references/vanilla_advance_style_reference.png,"Use case: stylized-concept
Asset type: exactly four separate Europa Universalis V advance-icon cutouts
Primary request: Create four distinct archaeological still-life icon compositions in a clean 2x2 grid.
Input image: the supplied image is an exact installed EU5 advance-icon reference. Match its crisp isolated-object rendering, realistic material detail, restrained natural color, edge treatment, transparent-cutout composition, and premium finish exactly.
Scene/backdrop: perfectly flat solid #00ff00 chroma-key field in all four cells; no dividers, frames, texture, gradients, floor plane, or lighting variation in the green.
Composition/framing: one centered and generously padded object cluster per quadrant. Keep all objects wholly inside their own quadrant with large clear gaps at the centre lines.
Lighting/mood: neutral soft studio light, controlled highlights, authentic material colours. Absolutely no yellow, sepia, orange, or teal grading.
Top Left: Portage-Team Organization. Compose an unmistakable cluster from historically appropriate weights, containers, route objects, coins or weighed media, cordage, and cargo seals. Historical brief: Coordinated carriers moved boats and cargo around rapids, shallows, divides, and broken roads.
Top Right: Public Measure Stones. Compose an unmistakable cluster from historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Recognized reference weights or volumes reduced disputes without imposing one universal ancient standard.
Bottom Left: Reserve Seed Stores. Compose an unmistakable cluster from historically appropriate household, ritual, charitable, assembly, craft, and settlement objects. Historical brief: Protected seed stocks separated the next sowing from ordinary consumption and emergency redistribution.
Bottom Right: Scout-Interpreter Networks. Compose an unmistakable cluster from historically appropriate period weapons, armour fittings, remount gear, route markers, and ration vessels. Historical brief: Guides able to cross linguistic and political frontiers improved warning, negotiation, and route selection.
Constraints: exactly four different icons; material culture appropriate to AD 1-476; visually distinguish all four by silhouette and materials; no repeated central object; no text, letters, numerals, maps, heraldry, portraits, people, modern objects, medieval plate armour, firearms, borders, badges, readable inscriptions, or watermark.
Avoid: generic fantasy props, cheap yellow filter, muddy monochrome, crowded miniature scenes, full buildings, square picture backgrounds, drop shadows on the green, vignette, quadrant dividers, or any object crossing a quadrant boundary."
sheet_005.png,bottom_right,antq_shared_scout_interpreter_networks,High Empires,warfare,Scout-Interpreter Networks,"Guides able to cross linguistic and political frontiers improved warning, negotiation, and route selection.",P15;CAH-XI;P20,assets_queue/references/vanilla_advance_style_reference.png,"Use case: stylized-concept
Asset type: exactly four separate Europa Universalis V advance-icon cutouts
Primary request: Create four distinct archaeological still-life icon compositions in a clean 2x2 grid.
Input image: the supplied image is an exact installed EU5 advance-icon reference. Match its crisp isolated-object rendering, realistic material detail, restrained natural color, edge treatment, transparent-cutout composition, and premium finish exactly.
Scene/backdrop: perfectly flat solid #00ff00 chroma-key field in all four cells; no dividers, frames, texture, gradients, floor plane, or lighting variation in the green.
Composition/framing: one centered and generously padded object cluster per quadrant. Keep all objects wholly inside their own quadrant with large clear gaps at the centre lines.
Lighting/mood: neutral soft studio light, controlled highlights, authentic material colours. Absolutely no yellow, sepia, orange, or teal grading.
Top Left: Portage-Team Organization. Compose an unmistakable cluster from historically appropriate weights, containers, route objects, coins or weighed media, cordage, and cargo seals. Historical brief: Coordinated carriers moved boats and cargo around rapids, shallows, divides, and broken roads.
Top Right: Public Measure Stones. Compose an unmistakable cluster from historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Recognized reference weights or volumes reduced disputes without imposing one universal ancient standard.
Bottom Left: Reserve Seed Stores. Compose an unmistakable cluster from historically appropriate household, ritual, charitable, assembly, craft, and settlement objects. Historical brief: Protected seed stocks separated the next sowing from ordinary consumption and emergency redistribution.
Bottom Right: Scout-Interpreter Networks. Compose an unmistakable cluster from historically appropriate period weapons, armour fittings, remount gear, route markers, and ration vessels. Historical brief: Guides able to cross linguistic and political frontiers improved warning, negotiation, and route selection.
Constraints: exactly four different icons; material culture appropriate to AD 1-476; visually distinguish all four by silhouette and materials; no repeated central object; no text, letters, numerals, maps, heraldry, portraits, people, modern objects, medieval plate armour, firearms, borders, badges, readable inscriptions, or watermark.
Avoid: generic fantasy props, cheap yellow filter, muddy monochrome, crowded miniature scenes, full buildings, square picture backgrounds, drop shadows on the green, vignette, quadrant dividers, or any object crossing a quadrant boundary."
sheet_006.png,top_left,antq_shared_fortified_store_compounds,High Empires,warfare,Fortified Store Compounds,"Defended enclosures protected food, tools, and transport gear needed during concentrated campaigning.",P15;CAH-XI;P20,assets_queue/references/vanilla_advance_style_reference.png,"Use case: stylized-concept
Asset type: exactly four separate Europa Universalis V advance-icon cutouts
Primary request: Create four distinct archaeological still-life icon compositions in a clean 2x2 grid.
Input image: the supplied image is an exact installed EU5 advance-icon reference. Match its crisp isolated-object rendering, realistic material detail, restrained natural color, edge treatment, transparent-cutout composition, and premium finish exactly.
Scene/backdrop: perfectly flat solid #00ff00 chroma-key field in all four cells; no dividers, frames, texture, gradients, floor plane, or lighting variation in the green.
Composition/framing: one centered and generously padded object cluster per quadrant. Keep all objects wholly inside their own quadrant with large clear gaps at the centre lines.
Lighting/mood: neutral soft studio light, controlled highlights, authentic material colours. Absolutely no yellow, sepia, orange, or teal grading.
Top Left: Fortified Store Compounds. Compose an unmistakable cluster from historically appropriate period weapons, armour fittings, remount gear, route markers, and ration vessels. Historical brief: Defended enclosures protected food, tools, and transport gear needed during concentrated campaigning.
Top Right: Regional Arbitration Meetings. Compose an unmistakable cluster from historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Periodic gatherings let recognized mediators settle disputes that crossed household or settlement boundaries.
Bottom Left: Specialist Tool Markets. Compose an unmistakable cluster from historically appropriate weights, containers, route objects, coins or weighed media, cordage, and cargo seals. Historical brief: Regular exchange connected metalworkers, woodworkers, farmers, fishers, and carriers to repairable equipment.
Bottom Right: Observational Weather Lore. Compose an unmistakable cluster from historically appropriate writing materials where attested, teaching objects, instruments, models, and catalogued specimens. Historical brief: Long observation of winds, clouds, animals, and water levels improved seasonal planning.
Constraints: exactly four different icons; material culture appropriate to AD 1-476; visually distinguish all four by silhouette and materials; no repeated central object; no text, letters, numerals, maps, heraldry, portraits, people, modern objects, medieval plate armour, firearms, borders, badges, readable inscriptions, or watermark.
Avoid: generic fantasy props, cheap yellow filter, muddy monochrome, crowded miniature scenes, full buildings, square picture backgrounds, drop shadows on the green, vignette, quadrant dividers, or any object crossing a quadrant boundary."
sheet_006.png,top_right,antq_shared_regional_arbitration_meetings,High Empires,statecraft,Regional Arbitration Meetings,Periodic gatherings let recognized mediators settle disputes that crossed household or settlement boundaries.,P15;CAH-XI;P20,assets_queue/references/vanilla_advance_style_reference.png,"Use case: stylized-concept
Asset type: exactly four separate Europa Universalis V advance-icon cutouts
Primary request: Create four distinct archaeological still-life icon compositions in a clean 2x2 grid.
Input image: the supplied image is an exact installed EU5 advance-icon reference. Match its crisp isolated-object rendering, realistic material detail, restrained natural color, edge treatment, transparent-cutout composition, and premium finish exactly.
Scene/backdrop: perfectly flat solid #00ff00 chroma-key field in all four cells; no dividers, frames, texture, gradients, floor plane, or lighting variation in the green.
Composition/framing: one centered and generously padded object cluster per quadrant. Keep all objects wholly inside their own quadrant with large clear gaps at the centre lines.
Lighting/mood: neutral soft studio light, controlled highlights, authentic material colours. Absolutely no yellow, sepia, orange, or teal grading.
Top Left: Fortified Store Compounds. Compose an unmistakable cluster from historically appropriate period weapons, armour fittings, remount gear, route markers, and ration vessels. Historical brief: Defended enclosures protected food, tools, and transport gear needed during concentrated campaigning.
Top Right: Regional Arbitration Meetings. Compose an unmistakable cluster from historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Periodic gatherings let recognized mediators settle disputes that crossed household or settlement boundaries.
Bottom Left: Specialist Tool Markets. Compose an unmistakable cluster from historically appropriate weights, containers, route objects, coins or weighed media, cordage, and cargo seals. Historical brief: Regular exchange connected metalworkers, woodworkers, farmers, fishers, and carriers to repairable equipment.
Bottom Right: Observational Weather Lore. Compose an unmistakable cluster from historically appropriate writing materials where attested, teaching objects, instruments, models, and catalogued specimens. Historical brief: Long observation of winds, clouds, animals, and water levels improved seasonal planning.
Constraints: exactly four different icons; material culture appropriate to AD 1-476; visually distinguish all four by silhouette and materials; no repeated central object; no text, letters, numerals, maps, heraldry, portraits, people, modern objects, medieval plate armour, firearms, borders, badges, readable inscriptions, or watermark.
Avoid: generic fantasy props, cheap yellow filter, muddy monochrome, crowded miniature scenes, full buildings, square picture backgrounds, drop shadows on the green, vignette, quadrant dividers, or any object crossing a quadrant boundary."
sheet_006.png,bottom_left,antq_shared_specialist_tool_markets,High Empires,exchange,Specialist Tool Markets,"Regular exchange connected metalworkers, woodworkers, farmers, fishers, and carriers to repairable equipment.",P15;CAH-XI;P20,assets_queue/references/vanilla_advance_style_reference.png,"Use case: stylized-concept
Asset type: exactly four separate Europa Universalis V advance-icon cutouts
Primary request: Create four distinct archaeological still-life icon compositions in a clean 2x2 grid.
Input image: the supplied image is an exact installed EU5 advance-icon reference. Match its crisp isolated-object rendering, realistic material detail, restrained natural color, edge treatment, transparent-cutout composition, and premium finish exactly.
Scene/backdrop: perfectly flat solid #00ff00 chroma-key field in all four cells; no dividers, frames, texture, gradients, floor plane, or lighting variation in the green.
Composition/framing: one centered and generously padded object cluster per quadrant. Keep all objects wholly inside their own quadrant with large clear gaps at the centre lines.
Lighting/mood: neutral soft studio light, controlled highlights, authentic material colours. Absolutely no yellow, sepia, orange, or teal grading.
Top Left: Fortified Store Compounds. Compose an unmistakable cluster from historically appropriate period weapons, armour fittings, remount gear, route markers, and ration vessels. Historical brief: Defended enclosures protected food, tools, and transport gear needed during concentrated campaigning.
Top Right: Regional Arbitration Meetings. Compose an unmistakable cluster from historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Periodic gatherings let recognized mediators settle disputes that crossed household or settlement boundaries.
Bottom Left: Specialist Tool Markets. Compose an unmistakable cluster from historically appropriate weights, containers, route objects, coins or weighed media, cordage, and cargo seals. Historical brief: Regular exchange connected metalworkers, woodworkers, farmers, fishers, and carriers to repairable equipment.
Bottom Right: Observational Weather Lore. Compose an unmistakable cluster from historically appropriate writing materials where attested, teaching objects, instruments, models, and catalogued specimens. Historical brief: Long observation of winds, clouds, animals, and water levels improved seasonal planning.
Constraints: exactly four different icons; material culture appropriate to AD 1-476; visually distinguish all four by silhouette and materials; no repeated central object; no text, letters, numerals, maps, heraldry, portraits, people, modern objects, medieval plate armour, firearms, borders, badges, readable inscriptions, or watermark.
Avoid: generic fantasy props, cheap yellow filter, muddy monochrome, crowded miniature scenes, full buildings, square picture backgrounds, drop shadows on the green, vignette, quadrant dividers, or any object crossing a quadrant boundary."
sheet_006.png,bottom_right,antq_shared_observational_weather_lore,High Empires,learning,Observational Weather Lore,"Long observation of winds, clouds, animals, and water levels improved seasonal planning.",P15;CAH-XI;P20,assets_queue/references/vanilla_advance_style_reference.png,"Use case: stylized-concept
Asset type: exactly four separate Europa Universalis V advance-icon cutouts
Primary request: Create four distinct archaeological still-life icon compositions in a clean 2x2 grid.
Input image: the supplied image is an exact installed EU5 advance-icon reference. Match its crisp isolated-object rendering, realistic material detail, restrained natural color, edge treatment, transparent-cutout composition, and premium finish exactly.
Scene/backdrop: perfectly flat solid #00ff00 chroma-key field in all four cells; no dividers, frames, texture, gradients, floor plane, or lighting variation in the green.
Composition/framing: one centered and generously padded object cluster per quadrant. Keep all objects wholly inside their own quadrant with large clear gaps at the centre lines.
Lighting/mood: neutral soft studio light, controlled highlights, authentic material colours. Absolutely no yellow, sepia, orange, or teal grading.
Top Left: Fortified Store Compounds. Compose an unmistakable cluster from historically appropriate period weapons, armour fittings, remount gear, route markers, and ration vessels. Historical brief: Defended enclosures protected food, tools, and transport gear needed during concentrated campaigning.
Top Right: Regional Arbitration Meetings. Compose an unmistakable cluster from historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Periodic gatherings let recognized mediators settle disputes that crossed household or settlement boundaries.
Bottom Left: Specialist Tool Markets. Compose an unmistakable cluster from historically appropriate weights, containers, route objects, coins or weighed media, cordage, and cargo seals. Historical brief: Regular exchange connected metalworkers, woodworkers, farmers, fishers, and carriers to repairable equipment.
Bottom Right: Observational Weather Lore. Compose an unmistakable cluster from historically appropriate writing materials where attested, teaching objects, instruments, models, and catalogued specimens. Historical brief: Long observation of winds, clouds, animals, and water levels improved seasonal planning.
Constraints: exactly four different icons; material culture appropriate to AD 1-476; visually distinguish all four by silhouette and materials; no repeated central object; no text, letters, numerals, maps, heraldry, portraits, people, modern objects, medieval plate armour, firearms, borders, badges, readable inscriptions, or watermark.
Avoid: generic fantasy props, cheap yellow filter, muddy monochrome, crowded miniature scenes, full buildings, square picture backgrounds, drop shadows on the green, vignette, quadrant dividers, or any object crossing a quadrant boundary."
sheet_007.png,top_left,antq_shared_quarry_work_crews,High Empires,society,Quarry Work Crews,"Specialized teams coordinated extraction, rough shaping, hauling, and safe access to useful stone.",P15;CAH-XI;P20,assets_queue/references/vanilla_advance_style_reference.png,"Use case: stylized-concept
Asset type: exactly four separate Europa Universalis V advance-icon cutouts
Primary request: Create four distinct archaeological still-life icon compositions in a clean 2x2 grid.
Input image: the supplied image is an exact installed EU5 advance-icon reference. Match its crisp isolated-object rendering, realistic material detail, restrained natural color, edge treatment, transparent-cutout composition, and premium finish exactly.
Scene/backdrop: perfectly flat solid #00ff00 chroma-key field in all four cells; no dividers, frames, texture, gradients, floor plane, or lighting variation in the green.
Composition/framing: one centered and generously padded object cluster per quadrant. Keep all objects wholly inside their own quadrant with large clear gaps at the centre lines.
Lighting/mood: neutral soft studio light, controlled highlights, authentic material colours. Absolutely no yellow, sepia, orange, or teal grading.
Top Left: Quarry Work Crews. Compose an unmistakable cluster from historically appropriate household, ritual, charitable, assembly, craft, and settlement objects. Historical brief: Specialized teams coordinated extraction, rough shaping, hauling, and safe access to useful stone.
Top Right: Boat Repair Yards. Compose an unmistakable cluster from historically appropriate weights, containers, route objects, coins or weighed media, cordage, and cargo seals. Historical brief: Concentrated timber, fibre, pitch, tools, and skilled labour shortened repairs at busy landings.
Bottom Left: Campaign Fodder Stores. Compose an unmistakable cluster from historically appropriate period weapons, armour fittings, remount gear, route markers, and ration vessels. Historical brief: Distributed feed and food reserves reduced the burden of sudden military concentration on nearby households.
Bottom Right: Itinerant Memory Specialists. Compose an unmistakable cluster from historically appropriate writing materials where attested, teaching objects, instruments, models, and catalogued specimens. Historical brief: Reciters, teachers, and ritual experts carried genealogies, agreements, calendars, and technical lore between communities.
Constraints: exactly four different icons; material culture appropriate to AD 1-476; visually distinguish all four by silhouette and materials; no repeated central object; no text, letters, numerals, maps, heraldry, portraits, people, modern objects, medieval plate armour, firearms, borders, badges, readable inscriptions, or watermark.
Avoid: generic fantasy props, cheap yellow filter, muddy monochrome, crowded miniature scenes, full buildings, square picture backgrounds, drop shadows on the green, vignette, quadrant dividers, or any object crossing a quadrant boundary."
sheet_007.png,top_right,antq_shared_boat_repair_yards,High Empires,exchange,Boat Repair Yards,"Concentrated timber, fibre, pitch, tools, and skilled labour shortened repairs at busy landings.",P15;CAH-XI;P20,assets_queue/references/vanilla_advance_style_reference.png,"Use case: stylized-concept
Asset type: exactly four separate Europa Universalis V advance-icon cutouts
Primary request: Create four distinct archaeological still-life icon compositions in a clean 2x2 grid.
Input image: the supplied image is an exact installed EU5 advance-icon reference. Match its crisp isolated-object rendering, realistic material detail, restrained natural color, edge treatment, transparent-cutout composition, and premium finish exactly.
Scene/backdrop: perfectly flat solid #00ff00 chroma-key field in all four cells; no dividers, frames, texture, gradients, floor plane, or lighting variation in the green.
Composition/framing: one centered and generously padded object cluster per quadrant. Keep all objects wholly inside their own quadrant with large clear gaps at the centre lines.
Lighting/mood: neutral soft studio light, controlled highlights, authentic material colours. Absolutely no yellow, sepia, orange, or teal grading.
Top Left: Quarry Work Crews. Compose an unmistakable cluster from historically appropriate household, ritual, charitable, assembly, craft, and settlement objects. Historical brief: Specialized teams coordinated extraction, rough shaping, hauling, and safe access to useful stone.
Top Right: Boat Repair Yards. Compose an unmistakable cluster from historically appropriate weights, containers, route objects, coins or weighed media, cordage, and cargo seals. Historical brief: Concentrated timber, fibre, pitch, tools, and skilled labour shortened repairs at busy landings.
Bottom Left: Campaign Fodder Stores. Compose an unmistakable cluster from historically appropriate period weapons, armour fittings, remount gear, route markers, and ration vessels. Historical brief: Distributed feed and food reserves reduced the burden of sudden military concentration on nearby households.
Bottom Right: Itinerant Memory Specialists. Compose an unmistakable cluster from historically appropriate writing materials where attested, teaching objects, instruments, models, and catalogued specimens. Historical brief: Reciters, teachers, and ritual experts carried genealogies, agreements, calendars, and technical lore between communities.
Constraints: exactly four different icons; material culture appropriate to AD 1-476; visually distinguish all four by silhouette and materials; no repeated central object; no text, letters, numerals, maps, heraldry, portraits, people, modern objects, medieval plate armour, firearms, borders, badges, readable inscriptions, or watermark.
Avoid: generic fantasy props, cheap yellow filter, muddy monochrome, crowded miniature scenes, full buildings, square picture backgrounds, drop shadows on the green, vignette, quadrant dividers, or any object crossing a quadrant boundary."
sheet_007.png,bottom_left,antq_shared_campaign_fodder_stores,High Empires,warfare,Campaign Fodder Stores,Distributed feed and food reserves reduced the burden of sudden military concentration on nearby households.,P15;CAH-XI;P20,assets_queue/references/vanilla_advance_style_reference.png,"Use case: stylized-concept
Asset type: exactly four separate Europa Universalis V advance-icon cutouts
Primary request: Create four distinct archaeological still-life icon compositions in a clean 2x2 grid.
Input image: the supplied image is an exact installed EU5 advance-icon reference. Match its crisp isolated-object rendering, realistic material detail, restrained natural color, edge treatment, transparent-cutout composition, and premium finish exactly.
Scene/backdrop: perfectly flat solid #00ff00 chroma-key field in all four cells; no dividers, frames, texture, gradients, floor plane, or lighting variation in the green.
Composition/framing: one centered and generously padded object cluster per quadrant. Keep all objects wholly inside their own quadrant with large clear gaps at the centre lines.
Lighting/mood: neutral soft studio light, controlled highlights, authentic material colours. Absolutely no yellow, sepia, orange, or teal grading.
Top Left: Quarry Work Crews. Compose an unmistakable cluster from historically appropriate household, ritual, charitable, assembly, craft, and settlement objects. Historical brief: Specialized teams coordinated extraction, rough shaping, hauling, and safe access to useful stone.
Top Right: Boat Repair Yards. Compose an unmistakable cluster from historically appropriate weights, containers, route objects, coins or weighed media, cordage, and cargo seals. Historical brief: Concentrated timber, fibre, pitch, tools, and skilled labour shortened repairs at busy landings.
Bottom Left: Campaign Fodder Stores. Compose an unmistakable cluster from historically appropriate period weapons, armour fittings, remount gear, route markers, and ration vessels. Historical brief: Distributed feed and food reserves reduced the burden of sudden military concentration on nearby households.
Bottom Right: Itinerant Memory Specialists. Compose an unmistakable cluster from historically appropriate writing materials where attested, teaching objects, instruments, models, and catalogued specimens. Historical brief: Reciters, teachers, and ritual experts carried genealogies, agreements, calendars, and technical lore between communities.
Constraints: exactly four different icons; material culture appropriate to AD 1-476; visually distinguish all four by silhouette and materials; no repeated central object; no text, letters, numerals, maps, heraldry, portraits, people, modern objects, medieval plate armour, firearms, borders, badges, readable inscriptions, or watermark.
Avoid: generic fantasy props, cheap yellow filter, muddy monochrome, crowded miniature scenes, full buildings, square picture backgrounds, drop shadows on the green, vignette, quadrant dividers, or any object crossing a quadrant boundary."
sheet_007.png,bottom_right,antq_shared_itinerant_memory_specialists,High Empires,learning,Itinerant Memory Specialists,"Reciters, teachers, and ritual experts carried genealogies, agreements, calendars, and technical lore between communities.",P15;CAH-XI;P20,assets_queue/references/vanilla_advance_style_reference.png,"Use case: stylized-concept
Asset type: exactly four separate Europa Universalis V advance-icon cutouts
Primary request: Create four distinct archaeological still-life icon compositions in a clean 2x2 grid.
Input image: the supplied image is an exact installed EU5 advance-icon reference. Match its crisp isolated-object rendering, realistic material detail, restrained natural color, edge treatment, transparent-cutout composition, and premium finish exactly.
Scene/backdrop: perfectly flat solid #00ff00 chroma-key field in all four cells; no dividers, frames, texture, gradients, floor plane, or lighting variation in the green.
Composition/framing: one centered and generously padded object cluster per quadrant. Keep all objects wholly inside their own quadrant with large clear gaps at the centre lines.
Lighting/mood: neutral soft studio light, controlled highlights, authentic material colours. Absolutely no yellow, sepia, orange, or teal grading.
Top Left: Quarry Work Crews. Compose an unmistakable cluster from historically appropriate household, ritual, charitable, assembly, craft, and settlement objects. Historical brief: Specialized teams coordinated extraction, rough shaping, hauling, and safe access to useful stone.
Top Right: Boat Repair Yards. Compose an unmistakable cluster from historically appropriate weights, containers, route objects, coins or weighed media, cordage, and cargo seals. Historical brief: Concentrated timber, fibre, pitch, tools, and skilled labour shortened repairs at busy landings.
Bottom Left: Campaign Fodder Stores. Compose an unmistakable cluster from historically appropriate period weapons, armour fittings, remount gear, route markers, and ration vessels. Historical brief: Distributed feed and food reserves reduced the burden of sudden military concentration on nearby households.
Bottom Right: Itinerant Memory Specialists. Compose an unmistakable cluster from historically appropriate writing materials where attested, teaching objects, instruments, models, and catalogued specimens. Historical brief: Reciters, teachers, and ritual experts carried genealogies, agreements, calendars, and technical lore between communities.
Constraints: exactly four different icons; material culture appropriate to AD 1-476; visually distinguish all four by silhouette and materials; no repeated central object; no text, letters, numerals, maps, heraldry, portraits, people, modern objects, medieval plate armour, firearms, borders, badges, readable inscriptions, or watermark.
Avoid: generic fantasy props, cheap yellow filter, muddy monochrome, crowded miniature scenes, full buildings, square picture backgrounds, drop shadows on the green, vignette, quadrant dividers, or any object crossing a quadrant boundary."
sheet_008.png,top_left,antq_shared_emergency_grain_reserves,Crisis,society,Emergency Grain Reserves,"Ring-fenced food stores supported communities through failed harvests, raids, displacement, and interrupted exchange.",P15;CAH-XII;P20,assets_queue/references/vanilla_advance_style_reference.png,"Use case: stylized-concept
Asset type: exactly four separate Europa Universalis V advance-icon cutouts
Primary request: Create four distinct archaeological still-life icon compositions in a clean 2x2 grid.
Input image: the supplied image is an exact installed EU5 advance-icon reference. Match its crisp isolated-object rendering, realistic material detail, restrained natural color, edge treatment, transparent-cutout composition, and premium finish exactly.
Scene/backdrop: perfectly flat solid #00ff00 chroma-key field in all four cells; no dividers, frames, texture, gradients, floor plane, or lighting variation in the green.
Composition/framing: one centered and generously padded object cluster per quadrant. Keep all objects wholly inside their own quadrant with large clear gaps at the centre lines.
Lighting/mood: neutral soft studio light, controlled highlights, authentic material colours. Absolutely no yellow, sepia, orange, or teal grading.
Top Left: Emergency Grain Reserves. Compose an unmistakable cluster from historically appropriate household, ritual, charitable, assembly, craft, and settlement objects. Historical brief: Ring-fenced food stores supported communities through failed harvests, raids, displacement, and interrupted exchange.
Top Right: Refuge-Route Markers. Compose an unmistakable cluster from historically appropriate period weapons, armour fittings, remount gear, route markers, and ration vessels. Historical brief: Known paths, water points, and concealed crossings guided non-combatants toward defensible refuges.
Bottom Left: Salvage-Metal Workshops. Compose an unmistakable cluster from historically appropriate weights, containers, route objects, coins or weighed media, cordage, and cargo seals. Historical brief: Damaged tools, fittings, and weapons were sorted, reforged, and returned to use when fresh metal was scarce.
Bottom Right: Contingency Councils. Compose an unmistakable cluster from historically appropriate seals, tally sticks, document tablets, weights, and council tokens. Historical brief: Emergency gatherings assigned watches, stores, routes, and temporary authority during acute disruption.
Constraints: exactly four different icons; material culture appropriate to AD 1-476; visually distinguish all four by silhouette and materials; no repeated central object; no text, letters, numerals, maps, heraldry, portraits, people, modern objects, medieval plate armour, firearms, borders, badges, readable inscriptions, or watermark.
Avoid: generic fantasy props, cheap yellow filter, muddy monochrome, crowded miniature scenes, full buildings, square picture backgrounds, drop shadows on the green, vignette, quadrant dividers, or any object crossing a quadrant boundary."
