"granularity","key","parent","kind","ad1_name","language","method","source","confidence","note","unchanged_verified"
"province","naracoopa_province_coast","southern_australia_high_sea_zones_area","marine","Lutruwita Eastern-Strait Waters","current Tasmanian island name / English","directional continuity proxy","installed:in_game/map_data/definitions.txt;GEO-PROXY;https://aiatsis.gov.au/explore/map-indigenous-australia","low","The Tasmanian name and directional strait replace colonial King and Furneaux geography.","false"
"province","narangga_province","south_australia_area","land","Narungga–Kaurna Gulf Lands","current traditional names","paired-country continuity proxy","installed:in_game/map_data/definitions.txt;GEO-PROXY;https://aiatsis.gov.au/explore/map-indigenous-australia","low","Traditional country names frame the two shores of the gulf without inventing an AD 1 state.","false"
"province","narbonnais_province","languedoc_area","land","Narbo–Baeterrae Volcae Lands","Latin civic names / ancient ethnonym","paired-center people construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;STR-GAL","high","Narbo and Baeterrae anchored the western Volcae lands under early Roman rule.","false"
"province","narraganset_province","southern_new_england_area","land","Narragansett–Pawcatuck Middle Woodland","Algonquian bay and river names / archaeological period","paired-water archaeological construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;NYSM-POINT;OAS-POINT","medium","The bay and river watershed define a Middle Woodland coastal zone without a colonial boundary.","false"
"province","naryn_province","transoxiana_area","land","Naryn–Tian Shan Kangju Highlands","local hydronym and mountain name / ancient polity","river-landmark polity construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;https://www.iranicaonline.org/articles/sogdiana-iii-history-and-archaeology/","medium","The upper Naryn valleys formed a highland approach to the Kangju and Sogdian worlds.","false"
"province","nashwaak_province","new_brunswick_area","land","Wolastoq–Nashwaak Maritime Woodlands","Algonquian hydronyms / English","paired-river construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;https://www.pc.gc.ca/apps/dfhd/page_nhs_eng.aspx?id=173","medium","The Wolastoq and Nashwaak rivers anchor the interior maritime woodland corridor.","false"
"province","natahende_province","natahende_area","land","Llano–Cimarron Lands","Spanish landscape term / local hydronym / archaeological period","landscape-river archaeological construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;https://www.nps.gov/parkhistory/online_books/mwro/archeological_plan.pdf","medium","The Llano edge and Canadian River remained within a mobile Plains Archaic world at AD 1.","false"
"province","natal_coast_province","southern_africa_coast_area","marine","Thukela–Maputaland Ocean","local hydronym and regional name / English","paired-coast maritime construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;OUP-SOUTH-AFRICA","medium","The Thukela mouth and Maputaland shore replace Portuguese and colonial Natal geography.","false"
"province","natchez_province","mississippi_area","land","Marksville–Lower Mississippi Lands","archaeological phase / local hydronym","horizon-river construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;NPS-HOPEWELL","high","The lower river tract belonged to the Marksville archaeological horizon around AD 1.","false"
"province","natchitoches_province","louisiana_area","land","Ouachita–Red River Marksville Lands","local hydronyms / archaeological phase","paired-river archaeological construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;NPS-HOPEWELL","medium","The Ouachita and Red River valleys carried Marksville-period settlement networks.","false"
"province","nauru_coastal_sea_zones_province","nauru_sea_zones_area","marine","Naoero Equatorial Waters","local island name / English","island-anchor maritime construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;https://www.britannica.com/place/Nauru","high","The indigenous island name anchors its surrounding equatorial waters.","false"
"province","nauru_province","nauru_area","land","Naoero Raised-Coral Isle","local island name / English","physical-island construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;https://www.britannica.com/place/Nauru","high","Naoero names the inhabited raised-coral island without a European exonym.","false"
"province","nauset_coast_province","east_coast_sea_zones_area","marine","Nauset–Nantucket Shoal Waters","Algonquian place names / English","paired-coastal-feature construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;https://www.nps.gov/articles/000/archeological-time-periods.htm","medium","The cape and shoals use indigenous-derived names rather than colonial Massachusetts geography.","false"
"province","nauset_province","massachusetts_area","land","Nauset–Patuxet Woodland Coast","Algonquian place names / archaeological period","paired-place archaeological construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;https://www.britannica.com/topic/Woodland-cultures","medium","Nauset and Patuxet distinguish the cape and bay shore within the Woodland period.","false"
"province","navarre_province","navarre_area","land","Pompaelo–Vascones Lands","Latin civic name / ancient ethnonym","center-people construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;STR-IBR;PLN-IBR","high","Pompaelo anchored the Vascones decades before AD 1 and replaces the medieval kingdom name.","false"
"province","nawu_province","south_australia_area","land","Wirangu–Nauo Eyre Lands","current traditional names / regional term","paired-country continuity proxy","installed:in_game/map_data/definitions.txt;GEO-PROXY;https://aiatsis.gov.au/explore/map-indigenous-australia","low","Traditional country names provide the least anachronistic frame for the western gulf interior.","false"
"province","nawu_tidni_province_coast","southern_australia_high_sea_zones_area","marine","Mirning–Nullarbor Southern Waters","current traditional name / local plateau name","paired-landscape continuity proxy","installed:in_game/map_data/definitions.txt;GEO-PROXY;https://aiatsis.gov.au/explore/map-indigenous-australia","low","Traditional country and plateau geography replace colonial coastal labels along the Great Australian Bight.","false"
"province","naxos_province","aegean_archipelago_area","land","Naxos–Melos Kyklades","Greek classical island names and island-group name","paired-island classical construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;PLE","high","Naxos and Melos anchor the central and western Kyklades under early Roman rule.","false"
"province","ndom_coastal_sea_zones_province","papua_sea_zones_area","marine","Digul–Arafura Bight","local hydronym and sea name / English","river-sea maritime construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;https://www.britannica.com/place/New-Guinea","medium","The Digul mouth anchors the shallow southern New Guinea gulf waters.","false"
"province","ndom_province","anim_ha_area","land","Digul–Kimaam Lowlands","local river and island names / English","paired-landmark construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;JPA-PAPUA","low","The river and offshore island frame the southern lowlands where AD 1 local names cannot be recovered.","false"
"province","ndongo_province","west_kongo_area","land","Kwanza–Lucala Lands","local hydronyms / archaeological period","paired-river archaeological construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;JAH-BANTU-MOBILITY","medium","The lower Kwanza and Lucala valleys formed an early iron-using interior corridor before Ndongo.","false"
"province","nechi_province","chunsa_area","land","Cauca–Porce Early-Quimbaya Highlands","local hydronyms / archaeological horizon","paired-river archaeological construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;https://sites.pitt.edu/~ccapubs/pdfdownloads/PITTmem29-Jaramillo_etal_2023.pdf","medium","The Cauca and Porce corridors belong to the broadly dated early Quimbaya archaeological horizon around AD 1.","false"
"province","neckar_province","swabia_area","land","Nicer–Upper Danube Helvetian March","Latin hydronym / ancient ethnonym","river-people frontier construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;STR-GAL","high","The Nicer basin formed a northern frontier between Roman lands and the Helvetian-Upper Danube sphere.","false"
"province","nekokiaw_coast_sea_zones_province","central_america_sea_zones_area","marine","Chiriquí–Nicoya Pacific Waters","local gulf names / English","paired-gulf maritime construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;https://www.metmuseum.org/toah/hd/camr/hd_camr.htm","medium","The two great gulfs anchor the southern Isthmian Pacific coast.","false"
"province","nekokiaw_province","nekokiaw_area","land","Diquís–Reventazón Ceramic Lands","local hydronyms / archaeological horizon","paired-river archaeological construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;https://www.metmuseum.org/toah/hd/camr/hd_camr.htm","medium","The Diquís and Reventazón basins frame southern Costa Rican ceramic societies around AD 1.","false"
"province","nelgehe_province","onoid_area","land","Yana–Adycha Highlands","local hydronyms / English","paired-river landscape construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;https://www.britannica.com/place/Yana-River","medium","The Yana and Adycha drainage define this northeastern Siberian highland tract.","false"
"province","nema_province","kazan_area","land","Kilmez–Vyatka Pyanobor Lands","local hydronyms / archaeological culture","paired-river archaeological construction","installed:in_game/map_data/definitions.txt;ENC-NEEU;GEO-PROXY","high","The Kilmez and Vyatka valleys occupied the northeastern Pyanobor cultural zone.","false"
"province","nemadji_province","superior_area","land","Gichigami–Nemadji Laurel Lands","Anishinaabe lake and river names / archaeological culture","paired-water archaeological construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;https://www.thecanadianencyclopedia.ca/en/article/archaeology","medium","The great lake and Nemadji watershed formed an eastern Laurel interaction corridor.","false"
"province","nemuro_province","ezo_area","land","Nemuro–Kurile Epi-Jōmon Coast","Japanese regional names / archaeological culture","paired-coast archaeological construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;https://eprints.lib.hokudai.ac.jp/dspace/handle/2115/38237","high","The Nemuro peninsula and southern Kurile approaches belonged to the Epi-Jōmon world.","false"
"province","neopatras_province","northern_greece_area","land","Hypata–Oitaian Hellas","Greek ancient city and people names","center-people regional construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;STR-BAL;PLE","high","Hypata anchored the Oitaian uplands before the medieval name Neopatras.","false"
"province","neosho_province","central_plains_area","land","Neosho–Osage Central Woodlands","local hydronyms / archaeological region","paired-river archaeological construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;https://www.nps.gov/articles/000/initial-woodland.htm;https://www.okhistory.org/publications/enc/entry?entry=TH019","medium","The two river basins frame Woodland societies preceding the later Central Plains tradition.","false"
"province","nerike_province","svealand_area","land","Hjälmaren–Suiones Hinterland","local lake name / Latin ethnonym","waterbody-people construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;TAC-GER","medium","Lake Hjälmaren anchors an inland tract behind the Suiones' Mälar coast.","false"
"province","neuchatel_province","western_switzerland_area","land","Salodurum–Jura Helvetii Lands","Latin civic and mountain names / ancient ethnonym","center-landscape people construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;STR-GAL;PLE","high","Salodurum and the Jura lakes anchor the northern Helvetian plateau.","false"
"province","neumark_province","brandenburg_area","land","Oder–Warta Semnonian March","local hydronyms / Latin ethnonym","paired-river people construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;STR-GER;TAC-GER","high","The Oder-Warta corridor formed the eastern reach of the broad Semnonian sphere.","false"
"province","nevernais_province","burgundy_area","land","Noviodunum–Liger Aedui Lands","Latin civic and river names / ancient ethnonym","center-river people construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;STR-GAL;PLN-GAL;PLE","high","Noviodunum on the Liger anchored the western Aeduan river corridor.","false"
"province","new_brunswick_sea_zones_province","canadian_atlantic_coast_area","marine","Wolastoq–Chaleur Maritime Waters","Algonquian hydronym and bay name / English","paired-coastal-feature construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;https://www.pc.gc.ca/apps/dfhd/page_nhs_eng.aspx?id=173","medium","The Wolastoq mouth and Chaleur bay replace the colonial New Brunswick label.","false"
"province","new_catalonia_province","catalonia_area","land","Ilerda–Tarraco Iberian March","Latin civic names / regional adjective","paired-center construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;STR-IBR;PLN-IBR","high","Ilerda and Tarraco anchor the lower Ebro corridor without the colonial New Catalonia label.","false"
"province","new_england_coast_province","east_coast_sea_zones_area","marine","Penobscot–Casco Dawnland Waters","Algonquian bay names / English","paired-bay maritime construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;https://www.nps.gov/articles/000/archeological-time-periods.htm","medium","Indigenous-derived bays frame the Dawnland coast without the colonial New England name.","false"
"province","new_zealand_sea_zones_province","new_zealand_sea_zones_area","marine","Southern-Polynesian Remote Waters","English","settlement-status maritime construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;https://teara.govt.nz/en/when-was-new-zealand-first-settled","high","New Zealand and Norfolk waters remained beyond settled Polynesia for many centuries after AD 1.","false"
"province","newfoundland_coast_province","canadian_atlantic_coast_area","marine","Dorset Outer-Island Waters","archaeological culture name / English","island-horizon maritime construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;https://www.heritage.nf.ca/articles/indigenous/palaeo-eskimo.php","high","Late Palaeo-Eskimo or Dorset occupation supplies the AD 1 frame for Newfoundland's outer waters.","false"
"province","ngalakan_province","australian_northern_territory_area","land","Ngalkbun–Rembarrnga Country","current traditional names","paired-country continuity proxy","installed:in_game/map_data/definitions.txt;GEO-PROXY;https://aiatsis.gov.au/explore/map-indigenous-australia","low","Traditional country names provide the least anachronistic frame for the Arnhem interior.","false"
"province","ngalakan_province_coast","northern_australia_high_sea_zones_area","marine","Yolngu–Numbulwar Arafura Waters","current traditional names / regional sea name","paired-coast continuity proxy","installed:in_game/map_data/definitions.txt;GEO-PROXY;https://aiatsis.gov.au/explore/map-indigenous-australia","low","Traditional coastal names replace Dutch and English island geography along northern Sahul.","false"
"province","nganaa_nui_province","raeffsky_area","land","Tahanea–Faaite Atolls","Polynesian atoll names / English","settlement-status island construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;https://www.britannica.com/place/Tuamotu-Archipelago","high","The central Tuamotu atolls remained uninhabited until East Polynesian expansion long after AD 1.","false"
"province","ngapa_province","amdo_area","land","Dri Chu–Sumpa Pastures","Tibetan hydronym and ancient people name","river-people landscape construction","installed:in_game/map_data/definitions.txt;CAM-TIB-ARCH;OXF-EAST-RIM","medium","The Dri Chu headwaters crossed the southeastern pastures of the Sumpa sphere.","false"
"province","ngarinyin_jaminjung_province_coast","northern_australia_high_sea_zones_area","marine","Jaminjung–Balanggarra Timor-Sea","current traditional names / regional sea name","paired-coast continuity proxy","installed:in_game/map_data/definitions.txt;GEO-PROXY;https://aiatsis.gov.au/explore/map-indigenous-australia","low","Traditional country names frame the northwestern Sahul coast without colonial gulf labels.","false"
"province","ngarinyin_province","northwestern_australia_area","land","Ngarinyin–Balanggarra Wilinggin Lands","current traditional names / regional term","paired-country continuity proxy","installed:in_game/map_data/definitions.txt;GEO-PROXY;https://aiatsis.gov.au/explore/map-indigenous-australia","low","Traditional country names distinguish the northern Kimberley interior without imposing a state boundary.","false"
"province","nghe_an_province","red_river_delta_area","land","Rinan–Jiuzhen Southern March","Chinese Han commandery names","paired-commandery frontier construction","installed:in_game/map_data/definitions.txt;BHR;CHG","high","The footprint lies across the southern Han commanderies of Rinan and Jiuzhen.","false"
"province","ngulumapu_sea_zones_province","andes_sea_zones_area","marine","Arauco–Chiloé Forager Waters","Mapudungun regional and island names / subsistence term","paired-coast subsistence construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;https://scielo.cl/scielo.php?pid=S0718-22442005000100004&script=sci_arttext","medium","Long-lived coastal foragers anchor the south-central Chilean and Chiloé waters at AD 1.","false"
"province","nguru_province","bornu_area","land","Komadugu–Nguru Lake Settlements","local river and basin names / English","river-lake settlement construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;MEGACHAD-WADAI;MET-IRON","high","The Komadugu basin supported fortified iron-using settlements east of Lake Chad.","false"
"province","nguu_hoong_province","red_river_delta_area","land","Đà–Mã Jiaozhi Uplands","Vietnamese hydronyms / Han commandery","paired-river commandery construction","installed:in_game/map_data/definitions.txt;BHR;CHG","medium","The Đà and Mã valleys formed the western upland approaches to Han Jiaozhi.","false"
"province","nheteroia_province","pindorama_area","land","Guanabara–Paraíba Atlantic-Woodlands","local bay and river names / English","paired-water biome construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;SA-EXPANSIONS","medium","Guanabara Bay and the Paraíba basin distinguish this densely wooded Atlantic corridor.","false"
"province","nia_matai_ma_province","totaiete_ma_area","land","Tahiti–Moorea Isles","Polynesian island names / English","settlement-status island construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;https://www.cambridge.org/core/journals/antiquity/article/late-colonisation-of-east-polynesia/6F6B34DDA7B45E00D841AED9C79DDDBB","high","Tahiti and Moorea remained uninhabited until East Polynesian settlement centuries later.","false"
"province","niagara_province","western_ontario_area","land","Niagara–Ontario Point-Peninsula Lands","indigenous-derived river and lake names / archaeological tradition","paired-water archaeological construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;OAS-POINT","high","The Niagara corridor connected Point Peninsula societies around Lake Ontario.","false"
"province","niari_province","south_gabun_area","land","Niari–Lopé Forests","local river and place names / archaeological period","paired-landmark archaeological construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;JAH-BANTU-MOBILITY","medium","The Niari corridor and Lopé forest frame early iron-using settlement without later political labels.","false"
"province","nice_province","provence_area","land","Cemenelum–Maritime Ligures","Latin civic name / ancient ethnonym","center-people coastal construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;STR-GAL;PLE","high","Cemenelum was the Augustan center above the coast of the Maritime Ligures.","false"
"province","nidula_coastal_sea_zones_province","papua_sea_zones_area","marine","Massim–Nidula Island Waters","current regional and island names / English","paired-island maritime construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;JPA-PAPUA","medium","Local island geography replaces colonial cape names in the eastern New Guinea approaches.","false"
"province","niederlausitz_province","brandenburg_area","land","Lusatian Neisse–Spree Semnonian Lands","local hydronyms / Latin ethnonym","paired-river people construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;STR-GER;TAC-GER","high","The Neisse-Spree tract formed the southeastern reach of the broad Semnonian sphere.","false"
"province","niederrhein_province","rhineland_area","land","Rhenus–Mosa Ubii–Tencteri Lands","Latin hydronyms and ethnonyms","paired-river people construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;TAC-GER","high","The lower Rhenus and Mosa corridor lay between Ubian and Tencteran spheres.","false"
"province","nigde_province","cappadocia_area","land","Tyana–Taurus Cappadocia","Greek civic mountain and regional names","center-landmark regional construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;STR-ANA;PLE","high","Tyana anchored the southern Cappadocian plain beneath the Taurus.","false"
"province","niger_delta_province","benin_area","land","Lower Niger Mangrove Delta","local hydronym / English","river-biome construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;OUP-BENIN","medium","The mangrove delta receives a physical name because recoverable AD 1 local polities are absent.","false"
"province","niineniiniicie_province","high_plains_area","land","Upper Platte High Woodlands","local hydronym / archaeological period","river-horizon construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;https://www.britannica.com/topic/Woodland-cultures","medium","The upper river corridor is framed by Woodland-era lifeways without backdating later Plains peoples.","false"
"province","nimar","malwa_area","land","Māhiṣmatī–Narmadā Anupa","Sanskrit civic river and regional names","center-river region construction","installed:in_game/map_data/definitions.txt;GEO-PROXY;PER;https://www.britannica.com/place/Avanti-ancient-kingdom-India","high","Māhiṣmatī on the Narmadā anchored ancient Anupa south of Avanti.","false"
