"granularity","key","parent","kind","ad1_name","language","method","source","confidence","note","unchanged_verified"
"area","anabyr_area","west_siberia_region","land","Anaabyr and Vilyuy North","Sakha hydronyms / English","hydrographic-directional construction","installed:in_game/map_data/definitions.txt;https://pmc.ncbi.nlm.nih.gov/articles/PMC7617447/","medium","The Anabar-derived local name and Vilyuy orientation distinguish this sparse northern taiga sibling.","false"
"area","anadyr_area","east_siberia_region","land","Koryak and Anaul Coast","indigenous ethnonyms / English","ethnogeographic composite","installed:in_game/map_data/definitions.txt;https://pmc.ncbi.nlm.nih.gov/articles/PMC7617447/","medium","Constituent province names support a plural Koryak-Anaul coastal frame rather than the later Russian Anadyr town-name.","false"
"area","andalusia_area","iberia_region","land","Baetica","Latin","Roman provincial name","installed:in_game/map_data/definitions.txt;https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0239%3Abook%3D3","high","Augustan Baetica is exact for the Cádiz Córdoba Huelva Jaén and Hispalis footprint in AD 1.","false"
"area","andes_sea_zones_area","andes_region","marine","Cordilleran Pacific","archaeological English / modern geographic","physical-geography construction","installed:in_game/map_data/definitions.txt;https://www.cambridge.org/core/books/abs/cambridge-world-prehistory/styles-and-identities-in-the-central-andes-the-early-intermediate-period-and-middle-horizon/89B341674B78A8E774B762CC2638B534","medium","A neutral ocean-facing label spans Ecuador Peru Chile and offshore islands without imposing a late imperial endonym.","false"
"area","andhra_area","deccan_region","land","Andhra and Vengi","Prakrit / Sanskrit conventional forms","attested people-region composite","installed:in_game/map_data/definitions.txt;https://www.davcollegekanpur.ac.in/assets/ebooks/History/History%20of%20Early%20India%20From%20the%20Origins%20to%20AD%201300%20by%20Thapar.pdf","high","Andhra is securely ancient and Vengi distinguishes the coastal delta from the interior Rayalaseema provinces.","false"
"area","angara_area","west_siberia_region","land","Lower Angara Taiga","indigenous hydronym / English","hydrographic-ecological construction","installed:in_game/map_data/definitions.txt;https://pmc.ncbi.nlm.nih.gov/articles/PMC7617447/","medium","A physical river-taiga name avoids applying later Russian administration or an unsupported single ethnicity.","false"
"area","anim_ha_area","melanesia_region","land","Marind and Asmat Lowlands","local ethnonyms / English","ethnogeographic composite","installed:in_game/map_data/definitions.txt;https://researchportalplus.anu.edu.au/en/publications/archaeological-research-at-caution-bay-papua-new-guinea-cultural-/","medium","The two major constituent peoples and southern New Guinea lowlands replace a broad engine label while preserving local plurality.","false"
"area","anjou_area","france_region","land","Andecavi and Aulerci","Latinized Gaulish ethnonyms","attested people composite","installed:in_game/map_data/definitions.txt;https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0239%3Abook%3D4","high","The Andecavi and Aulerci cover Anjou Maine and Perche at the campaign date.","false"
"area","antarctic_ocean_area","antarctic_ocean_region","marine","Mare Australe","Latin","classical cosmographic construction","installed:in_game/map_data/definitions.txt;https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0198%3Abook%3D1","low","No AD 1 voyage named these waters; the explicitly constructed Latin Southern Sea avoids a modern Antarctic localization.","false"
"area","antilles_sea_area","caribbean_region","marine","Saladoid Passage","archaeological English","archaeological-maritime construction","installed:in_game/map_data/definitions.txt;https://whc.unesco.org/documents/publi_wh_papers_14_en_1.pdf","high","Saladoid voyaging networks fit the Lesser-Antillean and Orinoco-facing sea bundle around AD 1.","false"
"area","aono_raina_area","polynesia_region","land","Manihiki and Tongareva","Polynesian endonyms","island-group composite","installed:in_game/map_data/definitions.txt;https://whc.unesco.org/document/10062","medium","Names the northern Cook anchors while the Line Islands in the same engine area were likely uninhabited until much later.","false"
"area","aono_raina_sea_zones_area","polynesia_region","marine","Manihiki–Tongareva Waters","Polynesian endonyms / English","maritime construction","installed:in_game/map_data/definitions.txt;https://whc.unesco.org/document/10062","medium","A matching but distinct sea label for the northern-Cook and equatorial-island water footprint; it asserts no AD 1 settlement of Kiritimati.","false"
"area","apulia_area","italy_region","land","Apulia","Latin","attested contemporary regional name","installed:in_game/map_data/definitions.txt;https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.04.0064%3Aid%3Dapulia-geo","high","Apulia is the ancient regional name for the Daunian Peucetian and Salentine footprint and is retained deliberately.","true"
"area","apure_area","colombia_region","land","Western Orinoco Llanos","indigenous hydronyms / Spanish landform","hydrographic-landscape construction","installed:in_game/map_data/definitions.txt;https://www.si.edu/object/siris_sil_1002413","medium","The two drainage anchors distinguish these western Orinoco grasslands without projecting later states or a single people.","false"
"area","arabian_area","arabia_region","marine","Western Erythraean Sea","Greek / English","attested maritime name plus direction","installed:in_game/map_data/definitions.txt;https://depts.washington.edu/silkroad/texts/periplus/periplus.html","high","The Periplus' Erythraean maritime frame covers the Arabian Gulf-of-Aden and Somali-coast sea bundle.","false"
"area","aragon_area","iberia_region","land","Caesaraugustan Celtiberia","Latin / Greek conventional forms","urban-region and people construction","installed:in_game/map_data/definitions.txt;https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0239%3Abook%3D3","medium","Caesaraugusta anchors the Romanized Ebro while Celtiberia covers the southern uplands; Ilergetes and Iacetani remain subordinate.","false"
"area","arakhan_area","indochina_region","land","Arakan and Harikela Littoral","local regional names / English","coastal regional composite","installed:in_game/map_data/definitions.txt;https://assets.cambridge.org/97805216/79749/frontmatter/9780521679749_frontmatter.pdf;https://www.cambridge.org/core/journals/antiquity/article/abs/rock-art-and-artisans-in-the-lemro-valley-arakan-myanmar/0333B4913E607FF0A531F796F3F487E4","medium","Pairs the Rakhine coast with the seeded early Harikela horizon around Chittagong without backdating a unified kingdom.","false"
"area","argun_area","mongolia_region","land","Eastern Xianbei Steppe","Han Chinese ethnonym / English","attested people-directional construction","installed:in_game/map_data/definitions.txt;https://ctext.org/hou-han-shu/ens","high","The Buir Argun and Kerulen footprint is a defensible eastern Xianbei frame at AD 1.","false"
"area","aridoamerica_sea_zones_area","aridoamerica_region","marine","Sonoran and Californian Waters","archaeological English / geographic","ecological-maritime construction","installed:in_game/map_data/definitions.txt;https://open.uapress.arizona.edu/read/of-marshes-and-maize","medium","Names the Gulf-of-California and Pacific desert coasts without the modern Aridoamerica umbrella.","false"
"area","arkansas_area","great_plains_region","land","Arkansas and Ouachita Woodlands","indigenous hydronyms / archaeological English","hydrographic-archaeological construction","installed:in_game/map_data/definitions.txt;https://www.nps.gov/parkhistory/online_books/arpo1/clr.pdf","medium","River and Woodland labels fit the diverse Fourche-Maline and related AD 1 communities without later tribal projection.","false"
"area","arkhangelsk_area","russian_region","land","Late Belomorye Coast","archaeological name / English","archaeological-horizon construction","installed:in_game/map_data/definitions.txt;https://www.sciencedirect.com/topics/social-sciences/baltic-region","medium","Uses the seeded late-Belomorye horizon for the White-Sea and lower-Dvina footprint instead of the sixteenth-century city.","false"
"area","armenia_area","caucasus_region","land","Ayrarat and Syunik","Armenian","attested regional composite","installed:in_game/map_data/definitions.txt;https://www.iranicaonline.org/articles/armenia-and-iran-ii-pre-islamic-period/","high","Ayrarat and Syunik frame Yerevan Ani and the eastern Armenian uplands at AD 1.","false"
"area","armenian_highlands_area","caucasus_region","land","Sophene and Gordyene Highlands","Greek / Latin conventional forms","attested regional-landscape composite","installed:in_game/map_data/definitions.txt;https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0198%3Abook%3D11","high","The pair spans Harput Van Bitlis and the upper-Tigris highlands without duplicating the Ayrarat-Syunik sibling.","false"
"area","assam_area","bengal_region","land","Ambari and Brahmaputra","archaeological name / indigenous hydronym","archaeological-hydrographic composite","installed:in_game/map_data/definitions.txt;https://asiguwahaticircle.gov.in/excavation8.html;https://nmma.nic.in/nmma/NAS1/nmma_doc/IAR/Indian%20Archaeology%20%202008%20-%202009%20%20A%20Review.pdf","medium","The Ambari horizon and Brahmaputra valley replace later Assam while keeping the hill margins plural.","false"
"area","astrakhan_area","steppes_region","land","Lower Volga Aorsi","Latinized ethnonym / hydronym","attested people-geography construction","installed:in_game/map_data/definitions.txt;https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Aabo%3Atlg%2C0099%2C001%3A11","high","Strabo places the Aorsi in the north-Caspian and Tanais world; Lower Volga confines the gameplay frame.","false"
"area","atacama_area","andes_region","land","Atacama and Tarapacá","indigenous regional names","regional composite","installed:in_game/map_data/definitions.txt;https://www.metmuseum.org/toah/hd/ati/hd_ati.htm","medium","The paired desert-oasis names fit the two installed provinces without backdating a later imperial administration.","false"
"area","athabasca_area","alaska_region","land","Athabasca and Shield Taiga","Cree hydronym / English","hydrographic-ecological construction","installed:in_game/map_data/definitions.txt;https://www.thecanadianencyclopedia.ca/en/article/athabasca-river","medium","A river-lake and taiga frame covers the broad subarctic interior without asserting one later nation across all provinces.","false"
"area","atlantic_equatorial_countercurrent_area","south_atlantic_region","marine","Aequinoctial Return Current","Latin-derived English","physical-current translation","installed:in_game/map_data/definitions.txt;https://oceanservice.noaa.gov/education/tutorial_currents/","medium","Era-neutral descriptive current name removes modern technical wording while preserving gameplay orientation.","false"
"area","atlantic_gulf_stream_area","north_atlantic_ocean_region","marine","Western Ocean Northflow","English classical-style construction","physical-current construction","installed:in_game/map_data/definitions.txt;https://oceanservice.noaa.gov/facts/gulfstreamspeed.html;https://academic.oup.com/edited-volume/61673/chapter-abstract/550534323","medium","The current was not named in AD 1; this descriptive western-ocean northflow avoids the post-Columbian Gulf Stream term.","false"
"area","atlantic_irminger_area","north_atlantic_ocean_region","marine","Kalaallit–Thule Waters","English geographic","physical-geography construction","installed:in_game/map_data/definitions.txt;https://oceanservice.noaa.gov/education/tutorial_currents/","medium","Replaces the nineteenth-century Irminger eponym with the current's island-bounded geography.","false"
"area","atlantic_labrador_area","north_atlantic_ocean_region","marine","Kalaallit–Nitassinan Current","English geographic","physical-current construction","installed:in_game/map_data/definitions.txt;https://oceanservice.noaa.gov/education/tutorial_currents/","medium","Avoids the colonial Labrador name and distinguishes this south-flowing western-Greenland water from its siblings.","false"
"area","atlantic_north_atlantic_current_area","north_atlantic_ocean_region","marine","Northern Ocean Drift","English classical-style construction","physical-current construction","installed:in_game/map_data/definitions.txt;https://oceanservice.noaa.gov/education/tutorial_currents/","medium","A concise era-neutral label for the northeast Atlantic drift; no AD 1 source named the current.","false"
"area","atlantic_north_equatorial_area","north_atlantic_ocean_region","marine","Northern Aequinoctial Current","Latin-derived English","physical-current translation","installed:in_game/map_data/definitions.txt;https://oceanservice.noaa.gov/education/tutorial_currents/","medium","A classical-register translation retains the current's latitude and direction without modern geopolitical terminology.","false"
"area","atlantic_saint_helena_area","south_atlantic_region","land","Remote Southern Isles","English","uninhabited-island geographic construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Saint-Helena-island-South-Atlantic-Ocean","medium","Saint Helena and Ascension were uninhabited and unknown in AD 1; the label is intentionally physical rather than falsely indigenous.","false"
"area","atlantic_saint_helena_sea_area","south_atlantic_region","marine","Remote Southern Waters","English","uninhabited-island maritime construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Saint-Helena-island-South-Atlantic-Ocean","medium","Maritime sibling to Remote Southern Isles with no claim of ancient discovery.","false"
"area","atlantic_sea_area","north_atlantic_ocean_region","marine","Western Ocean Gyre","English classical-style construction","physical-oceanographic construction","installed:in_game/map_data/definitions.txt;https://oceanservice.noaa.gov/facts/sargassosea.html/oceanorsea.html;https://academic.oup.com/edited-volume/61673/chapter-abstract/550534323","medium","Replaces Portuguese-derived Sargasso with a physical gyre label appropriate to an unknowable AD 1 high-sea frame.","false"
"area","atlantic_south_area","south_atlantic_region","marine","Far Southern Ocean","English","directional physical-geography construction","installed:in_game/map_data/definitions.txt;https://academic.oup.com/edited-volume/61673/chapter-abstract/550534323","medium","A neutral high-sea name avoids implying classical exploration beyond known Atlantic coasts.","false"
"area","atlantic_south_equatorial_area","south_atlantic_region","marine","Southern Aequinoctial Current","Latin-derived English","physical-current translation","installed:in_game/map_data/definitions.txt;https://oceanservice.noaa.gov/education/tutorial_currents/","medium","Classical-register descriptive name for the southern equatorial flow.","false"
"area","atlas_high_plateau","maghreb_region","land","Gaetulian–Musulamian Plateau","Latinized ethnonyms / English","attested people-landscape construction","installed:in_game/map_data/definitions.txt;https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0198%3Abook%3D17","high","The seeded Gaetulian and Musulamian peoples anchor the Aurès Hodna and Saharan-Atlas plateau.","false"
"area","australian_northern_territory_area","australia_region","land","Tiwi and Jaminjung North","local ethnonyms / English","ethnogeographic-directional construction","installed:in_game/map_data/definitions.txt;https://aiatsis.gov.au/explore/map-indigenous-australia","medium","Two constituent language-country names frame the Top End while North keeps the many other installed communities visible.","false"
"area","australian_yalanji_area","australia_region","land","Northern Sahul Rainforest Lands","local ethnonyms / English","ethnogeographic composite","installed:in_game/map_data/definitions.txt;https://aiatsis.gov.au/explore/map-indigenous-australia","medium","Uses northern Queensland language-country anchors rather than a modern state or one homogenizing people.","false"
"area","austria_area","south_german_region","land","Noricum Orientale","Latin","Roman provincial-directional construction","installed:in_game/map_data/definitions.txt;https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0198%3Abook%3D7","high","Eastern Noricum fits the Danube and Vienna-woods footprint and distinguishes it from later Austria.","false"
"area","auvergne_area","france_region","land","Arverni","Latinized Gaulish ethnonym","attested people name","installed:in_game/map_data/definitions.txt;https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0239%3Abook%3D4","high","The Arverni are the exact campaign-era people around the central massif and Augustonemetum.","false"
"area","awadh_area","hindustan_region","land","Kosala","Sanskrit / Prakrit conventional form","attested ancient kingdom-region","installed:in_game/map_data/definitions.txt;https://www.davcollegekanpur.ac.in/assets/ebooks/History/History%20of%20Early%20India%20From%20the%20Origins%20to%20AD%201300%20by%20Thapar.pdf","high","Kosala is the ancient frame for the middle-Gangetic Awadh provinces at AD 1.","false"
"area","ayoreo_area","chaco_region","land","Ayoreo and Enlhet Chaco","local ethnonyms / Quechua-derived landform","ethnogeographic composite","installed:in_game/map_data/definitions.txt;https://www.cambridge.org/core/books/language-of-huntergatherers/southern-plains-and-the-continental-tip/C7D88CB583D6D5450F1AA6688376653C","medium","Pairs two constituent peoples and retains Chaco only as the broad hunting-ground landscape; no single polity is implied.","false"
"area","azerbaijan_area","persia_region","land","Media Atropatene","Greek / Latin","attested kingdom-region name","installed:in_game/map_data/definitions.txt;https://www.iranicaonline.org/articles/atropates-aturpat-lit/","high","Exact AD 1 regional kingdom name replacing the later Azerbaijan form.","false"
"area","azores_area","macaronesia_region","land","Mid-Ocean Western Isles","English classical-style construction","uninhabited-island geographic construction","installed:in_game/map_data/definitions.txt;https://darwin-online.org.uk/converted/pdf/1870_Godman_Azores_CUL-DAR.LIB.224.pdf","medium","The archipelago was uninhabited and lacks a secure AD 1 name; a physical construction avoids false discovery claims.","false"
"area","azores_sea_area","macaronesia_region","marine","Mid-Ocean Western","English classical-style construction","uninhabited-island maritime construction","installed:in_game/map_data/definitions.txt;https://darwin-online.org.uk/converted/pdf/1870_Godman_Azores_CUL-DAR.LIB.224.pdf","medium","Sea sibling to Mid-Ocean Western Isles with no claim that classical sailors reached it.","false"
"area","azov_area","steppes_region","land","Maeotian Steppe","Greek / English","attested sea-region construction","installed:in_game/map_data/definitions.txt;https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Aabo%3Atlg%2C0099%2C001%3A11","high","Palus Maeotis is the classical Sea of Azov; Steppe distinguishes its Lower-Don landward shore.","false"
"area","badakhshan_area","khorasan_region","land","Mountainous Bactria","Greek / English","attested region-landscape construction","installed:in_game/map_data/definitions.txt;https://www.iranicaonline.org/articles/drpsaka/","high","Bactria is secure for the Oxus-facing valleys while Mountainous separates Wakhan Darvaz and Hissar from the plains.","false"
"area","badlands_area","great_plains_region","land","Besant Badlands","archaeological name / English","archaeological-horizon construction","installed:in_game/map_data/definitions.txt;https://www.nps.gov/parkhistory/online_books/badl/hrs/chap3.pdf","high","Besant/Middle Plains Woodland fits the northern-plains chronology and the installed badlands footprint around the campaign boundary.","false"
"area","bahamas_sea_area","caribbean_region","marine","Northern Passage","English","physical-directional construction","installed:in_game/map_data/definitions.txt;https://www.si.edu/object/siris_sil_1044985","medium","The Bahamas were not yet the later Lucayan world in AD 1; a geographic passage avoids backdating that identity.","false"
"area","bahrein_area","arabia_region","land","Tylos and Gerrha","Greek conventional forms","attested island-emporium composite","installed:in_game/map_data/definitions.txt;https://depts.washington.edu/silkroad/texts/periplus/periplus.html;https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0198%3Abook%3D16","high","Tylos anchors Bahrain and Gerrha the al-Ahsa-Qatar caravan coast at AD 1.","false"
"area","baja_area","aridoamerica_region","land","Cochimí Peninsula","Cochimí / English","local people-landform construction","installed:in_game/map_data/definitions.txt;https://www.inah.gob.mx/zonas/78-zona-arqueologica-sierra-de-san-francisco","medium","The constituent Cochimí and Cadegomó provinces support a local peninsula label rather than colonial Lower California.","false"
"area","balearics_area","iberia_region","land","Gymnesiae","Ancient Greek / Latin conventional form","attested classical island-group name","installed:in_game/map_data/definitions.txt;https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0239%3Abook%3D3","high","Classical name for Mallorca and Menorca; the engine footprint is Mallorca-centered but represents the Balearic group.","false"
"area","baltic_area","baltic_region","land","Aestian and Tarand Lands","Latinized ethnonym / archaeological English","attested people and horizon composite","installed:in_game/map_data/definitions.txt;https://sourcebooks.fordham.edu/source/tacitus-germania.asp;https://spbae.ru/images/archae_2014.pdf","medium","Tacitus' Aestii and the seeded tarand horizon give a plural eastern-Baltic frame without medieval national names.","false"
"area","baluchistan_area","persia_region","land","Gedrosia","Greek / Latin","attested classical regional name","installed:in_game/map_data/definitions.txt;https://www.iranicaonline.org/articles/gedrosia/","high","Gedrosia is the classical name for southern Baluchistan and its Bampur-Makran footprint.","false"
"area","bashkiria_area","ural_region","land","Kara-Abyz Lands","archaeological name / English","archaeological-horizon construction","installed:in_game/map_data/definitions.txt;https://www.evrazstep.ru/index.php/aes/article/view/497","medium","Uses the seeded Kara-Abyz Iron Age horizon around the Belaya and southern Urals instead of the later Bashkir ethnonym.","false"
"area","basilicata_area","italy_region","land","Lucania and Bruttium","Latin","attested regional composite","installed:in_game/map_data/definitions.txt;https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0198%3Abook%3D6","high","Exact ancient pair for Basilicata and the two Calabrian provinces.","false"
"area","bavaria_area","south_german_region","land","Vindelicia","Latin / Greek conventional form","attested people-region name","installed:in_game/map_data/definitions.txt;https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0198%3Abook%3D7","high","Vindelician country fits the Alpine foreland and upper-Danube footprint better than medieval Bavaria.","false"
"area","bay_of_biscay_area","france_region","marine","Oceanus Cantabricus","Latin","classical sea-geography construction","installed:in_game/map_data/definitions.txt;https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0239%3Abook%3D3","high","Cantabrian-facing Ocean replaces the medieval Biscay label for the Cantabrian and Gascon sea provinces.","false"
"area","beiping_area","north_china_region","land","Youzhou","Han Chinese conventional transcription","attested Han administrative geography","installed:in_game/map_data/definitions.txt;https://ctext.org/han-shu/di-li-zhi/ens","high","The Han geography record names northeastern Youzhou; this replaces the later Beiping administrative label.","false"
"area","belau_area","micronesia_region","land","Belau and Yap","Palauan / Yapese conventional forms","local island-group composite","installed:in_game/map_data/definitions.txt;https://openresearch-repository.anu.edu.au/items/86a8df7b-cf84-487f-a7c6-eebf8069dafd","high","Both island groups were occupied long before AD 1 and jointly match the installed western-Micronesian footprint.","false"
"area","belau_sea_zones_area","micronesia_region","marine","Belau–Yap Waters","Palauan / Yapese / English","local maritime construction","installed:in_game/map_data/definitions.txt;https://openresearch-repository.anu.edu.au/items/86a8df7b-cf84-487f-a7c6-eebf8069dafd","high","Distinct maritime sibling to Belau and Yap with the same securely occupied island anchors.","false"
"area","beloozero_area","russian_region","land","Northern Dyakovo Forests","archaeological name / English","archaeological-horizon directional construction","installed:in_game/map_data/definitions.txt;https://archaeolog.ru/el-bib/el-cat/el-books/el-books-2011/dyakovo-1","medium","The seeded late-Dyakovo northern horizon fits the Vologda White-Lake forest zone without a medieval town label.","false"
"area","bengal_area","bengal_region","land","Vanga and Pundra","Sanskrit / Prakrit conventional forms","attested regional composite","installed:in_game/map_data/definitions.txt;https://en.wikisource.org/wiki/Page:History_of_India_Vol_1.djvu/251","high","The two ancient regions dominate the installed delta and north-Bengal footprint while Samatata remains a subordinate coastal frame.","false"
"area","bengal_bay_area","indian_ocean_region","marine","Gangetic Gulf","Greek / English","attested river-maritime construction","installed:in_game/map_data/definitions.txt;https://depts.washington.edu/silkroad/texts/periplus/periplus.html","high","The first-century Periplus knew the Ganges-facing eastern sea; Gulf distinguishes this engine area from the coastal sibling.","false"
"area","bengal_sea_zones_area","bengal_region","marine","Vanga–Kalinga Coast","Sanskrit / Prakrit / English","attested regional maritime composite","installed:in_game/map_data/definitions.txt;https://depts.washington.edu/silkroad/texts/periplus/periplus.html","high","The coastal sea zones run from Bengal through Odisha and are accurately framed by Vanga and Kalinga.","false"
