"granularity","key","parent","kind","ad1_name","language","method","source","confidence","note","unchanged_verified"
"region","ruthenia_region","eastern_europe","land","Dnieper–Pripet Lands","English","river-basin physical-geography construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Dnieper-River;https://www.britannica.com/place/Pripet-Marshes","medium","River-and-marsh construction for the Polesia Volhynia Podolia and Dnieper footprint; avoids the medieval Latin political label Ruthenia.","false"
"region","sahel_region","west_africa","land","Middle Niger–Chad Savannas","English","river-basin and ecology construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Sahel;https://www.britannica.com/place/Niger-River;https://www.britannica.com/place/Lake-Chad","medium","Joins the two principal geographic systems in the engine footprint without projecting the later Ghana Mali Kanem or Hausa state names across the whole AD 1 belt.","false"
"region","scandinavian_region","western_europe","land","Scandia and the Baltic North","Latinized Greek / English","attested classical name plus footprint extension","installed:in_game/map_data/definitions.txt;https://penelope.uchicago.edu/Thayer/L/Roman/Texts/Pliny_the_Elder/4%2A.html;https://penelope.uchicago.edu/Thayer/E/Roman/Texts/Strabo/7A%2A.html","high","Scandia supplies the classical southern Scandinavian anchor and the Baltic qualifier covers Finland Karelia Kola and their enclosed seas.","false"
"region","somalia_region","east_africa","land","Barbaria and Aromata","Koine Greek / Latinized Greek","attested first-century coastal geography","installed:in_game/map_data/definitions.txt;https://depts.washington.edu/silkroad/texts/periplus/periplus.html;https://periplus.arch.uoa.gr/texts/peripl_erythr/intro_en.html","high","The Periplus names the Somali-side coast Barbaria and its great eastern cape Aromata; together they fit the coastal and interior engine region without the later Somalia label.","false"
"region","south_atlantic_region","south_atlantic_sub_continent","marine","Aethiopian Ocean","Ancient Greek / Latin","attested ethnogeography extended to adjacent ocean","installed:in_game/map_data/definitions.txt;https://penelope.uchicago.edu/Thayer/E/Roman/Texts/Strabo/17C%2A.html;https://penelope.uchicago.edu/Thayer/L/Roman/Texts/Pliny_the_Elder/6%2A.html","medium","Classical Aethiopian geography supplies the southern Atlantic frontage name and distinguishes this water region from the hierarchy's Southern Western Ocean.","false"
"region","south_china_region","east_asia","land","Lingnan and Dian","Han Chinese","attested paired geographic-polity names","installed:in_game/map_data/definitions.txt;https://chgis.fas.harvard.edu/;https://en.wikipedia.org/wiki/Lingnan;https://en.wikipedia.org/wiki/Yongchang_Commandery","high","Lingnan covers the far south beyond the Nanling while Dian anchors Yunnan and the southwestern highlands; both were established Han-era geographic names.","false"
"region","south_german_region","western_europe","land","Hercynia and the Alpine Provinces","Latinized Greek / English","attested physical geography plus administrative synthesis","installed:in_game/map_data/definitions.txt;https://penelope.uchicago.edu/Thayer/E/Roman/Texts/Strabo/7A%2A.html;https://penelope.uchicago.edu/Thayer/E/Roman/Texts/Strabo/4E%2A.html","high","The Hercynian lands cover Bohemia and central German forests while the Alpine provinces cover Raetia Noricum and adjacent Roman uplands.","false"
"region","south_pacific_ocean_region","south_pacific_ocean_sub_continent","marine","Great Southern Sea","English (classical geographic calque)","directional classical-worldview construction","installed:in_game/map_data/definitions.txt;https://penelope.uchicago.edu/Thayer/E/Roman/Texts/Strabo/1A%2A.html","medium","Directional name for remote southern waters beyond any attested AD 1 universal naming system; it avoids the post-Magellan Pacific name.","false"
"region","southern_africa_islands_region","southern_africa","land","Farthest Southern Isles","English","directional physical-geography construction","installed:in_game/map_data/definitions.txt;https://penelope.uchicago.edu/Thayer/E/Roman/Texts/Strabo/1A%2A.html","medium","Footprint-led name for the uninhabited Kerguelen Crozet Marion Heard and Saint Paul island group; no false AD 1 discovery or endonym is asserted.","false"
"region","southern_africa_region","southern_africa","land","Khoe–San Lands","Khoe / English","archaeological-ethnolinguistic synthesis","installed:in_game/map_data/definitions.txt;https://www.arch.ox.ac.uk/node/693926","medium","A broad people-centered label for the Cape Kalahari Karoo and southeastern footprint around AD 1 before mixed farming spread widely through the region.","false"
"region","steppes_region","eastern_europe","land","Sarmatia","Ancient Greek / Latin","attested classical ethnogeography","installed:in_game/map_data/definitions.txt;https://penelope.uchicago.edu/Thayer/E/Roman/Texts/Strabo/11B%2A.html;https://penelope.uchicago.edu/Thayer/E/Roman/Texts/Strabo/7E%2A.html","high","The lower Don Azov Crimea and north-Pontic footprint lay in the Sarmatian-dominated classical geographic frame at AD 1.","false"
"region","swahili_coast_region","east_africa","land","Azania","Koine Greek","attested first-century coastal macro-name","installed:in_game/map_data/definitions.txt;https://depts.washington.edu/silkroad/texts/periplus/periplus.html;https://www.cambridge.org/core/journals/diogenes/article/cross-cultural-exchanges-in-the-ancient-world-early-connections-between-azania-and-diverse-civilizations-of-the-indian-ocean-the-mediterranean-basin-and-distant-regions-in-the-african-continent/9B061FC1BB349EB8CBEFF40057043F52","high","The Periplus explicitly calls the East African trading coast south of Opone Azania; this replaces the later Swahili ethnolinguistic label.","false"
"region","tibet_region","east_asia","land","Zhang Zhung and Qiang Highlands","Zhang Zhung / Han Chinese / English","attested polity and ethnographic synthesis","installed:in_game/map_data/definitions.txt;https://www.sciencedirect.com/science/article/pii/S2352409X21002108;https://depts.washington.edu/silkroad/texts/hhshu/notes1.html","medium","Zhang Zhung anchors the western plateau and Qiang the eastern and northeastern highlands; the pairing avoids retrojecting the later unified Tibetan empire across AD 1.","false"
"region","ural_region","eastern_europe","land","Volga–Kama Lands","English","river-basin archaeological construction","installed:in_game/map_data/definitions.txt;https://real.mtak.hu/45759/;https://gpi.magtu.ru/en/archive-eng/75-no-2-2025/498-9-2-36-42.html","high","The Volga and Kama river systems precisely organize the mixed forest and steppe footprint and avoid medieval Bulgar Kazan Bashkir and Perm political labels.","false"
"region","west_china_region","east_asia","land","Qin and Shu","Han Chinese","attested paired regional names","installed:in_game/map_data/definitions.txt;https://www.nature.com/articles/s40494-022-00840-0;https://chgis.fas.harvard.edu/","high","Qin is the enduring regional name for Shaanxi and the northwest approaches while Shu is the ancient name for Sichuan; together they match the engine footprint.","false"
"region","west_coast_region","north_america","land","Western Mountains and Coast","English","physical-geography construction","installed:in_game/map_data/definitions.txt;https://scholarlypress.si.edu/store/anthropology-archaeology/handbook-north-american-indians-volume11-great-ba/","medium","Neutral physical label for California Cascadia the Great Basin and Rockies; avoids imposing one historically local indigenous name over several distinct culture areas.","false"
"region","west_siberia_region","north_asia","land","Ob–Yenisei Lands","English","river-basin physical-geography construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Ob-River;https://www.britannica.com/place/Yenisey-River","medium","The two great drainage systems provide a stable map name for the large forest-steppe and taiga footprint without retrojecting Russia or a single archaeological culture.","false"
"region","western_india_region","south_asia","land","Sindhu and Saurashtra","Sanskrit / Prakrit (conventional English)","attested paired geographic names","installed:in_game/map_data/definitions.txt;https://depts.washington.edu/silkroad/texts/periplus/periplus.html;https://periplus.arch.uoa.gr/texts/peripl_erythr/intro_en.html","high","Sindhu anchors the lower Indus and Saurashtra the Gujarat peninsula and western coast; both occur in ancient geographic traditions and fit the first-century trading footprint.","false"
"region","xinjiang_region","east_asia","land","Western Regions","Han Chinese (conventional translation)","attested Han administrative-geographic term","installed:in_game/map_data/definitions.txt;https://depts.washington.edu/silkroad/texts/weilue/notes4_6.html;https://depts.washington.edu/silkroad/texts/hhshu/hou_han_shu.html","high","Xiyu or Western Regions is the exact Han umbrella for the Tarim states and routes; it replaces the eighteenth-century Qing name Xinjiang.","false"
"region","zimbabwe_region","southern_africa","land","Zambezi–Limpopo Lands","English","river-basin physical-geography construction","installed:in_game/map_data/definitions.txt;https://www.arch.ox.ac.uk/node/693926;https://www.britannica.com/place/Zambezi-River;https://www.britannica.com/place/Limpopo-River","medium","River-basin name for the Zambezi Save Limpopo and adjacent coast before the medieval Zimbabwe state and monumental tradition.","false"
