granularity,key,parent,kind,ad1_name,language,method,source,confidence,note,unchanged_verified
location,nordmark,varmland_province,land,Suionic Vanern–Klaralven,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,norfolk,norfolk_nz_province,land,Southwest-Pacific Volcanic,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,norfolk_coast,new_zealand_sea_zones_province,sea,Southwest-Pacific Island,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,norfolk_high_sea_1,new_zealand_sea_zones_province,sea,Southwest-Pacific Passage,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,norfolk_high_sea_2,new_zealand_sea_zones_province,sea,Island Channel,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,norfolk_high_sea_3,new_zealand_sea_zones_province,sea,Island Strait,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,norfolk_high_sea_4,new_zealand_sea_zones_province,sea,Pacific Island Sound,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,norfolk_high_sea_5,new_zealand_sea_zones_province,sea,Southwest Pacific Island Sea,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,norht_taranaki_bight,waikato_sea_zones_province,sea,Aotearoa Shoals,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,noris,nechi_province,land,Early-Quimbaya Nechi,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,norman_wells,mackenzie_sahtu_province,land,Tlegohli,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,nororotu_atoll,tupuai_pae_province,land,Rurutu Lagoon,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,nororotu_coast,tuhaa_pae_coastal_sea_zones_province,sea,Rapa–Tubuai Reefs,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,norosi,mompoj_province,land,Magdalena-San-Jorge Wetlands,local geography / sourced AD 1 parent frame / English,ancient-parent local-feature construction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,AD 1 local label within the researched parent frame.,false
location,norquinco,pehuenmapu_province,land,Pehuenche Neuquen Lands,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,norridgewock,kennebec_province,land,Abenaki Kennebec Lands,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,norrkoping,ostergotland_province,land,Suionic Bravalla-Roxen Lands,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,norrtalje,uppland_province,land,Suionic Eastern-Uppland Coast,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_aceh_jungle,northern_aceh_province,land,Peureulak Rainforest,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_andaman,andaman_province,land,Nicobar Island,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_apennines,lucca_province,land,Apuani Lands,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_atlantic_countercurrent,atlantic_north_equatorial_province,sea,Equatorial Return Current,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_atlantic_ocean,atlantic_north_atlantic_province,sea,Northern Ocean Drift,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_aulatsivik_island,nunavik_atlantic_sea_zones_province,sea,Dorset Passage,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_aztatlan,xalisco_coast_sea_zones_province,sea,Banderas–Colima Pacific,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_baltic,north_baltic_sea,sea,Northern Suebian Sea,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_buganda,victoria_nile_province,land,Urewe Nile–Kyoga North,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_canal,los_angeles_sea_zones_province,sea,Tongva Channel-Islands,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_cape,barents_sea_province,sea,Scythian-Sea Northern Cape,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_cascade,yakama_province,land,Yakama Northern Highlands,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_central_baltic,eastern_baltic_sea,sea,Sinus Venedicus Passage,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_channel,north_irish_sea_coastal_sea_zones_province,sea,Caledonian-Hibernian Channel,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_creek_coast,unalaska_coast_sea_zones_province,sea,Unangan Offing,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_dahalo,kutulo_province,land,Tana Frontier,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_danube_delta,bulgaria_coast_sea_province,sea,Ister Estuary,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_drakensberg_mountains,umsobomvu_province,land,Gariep Northern Escarpment,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_east_ethiopian_mountains,amhara_province,land,Aksumite Tana-Bashilo,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic1,azores_sea_province,sea,Fortunate-Isles Passage,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic10,azores_sea_province,sea,Fortunate-Isles Channel,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic11,azores_sea_province,sea,Fortunate-Isles East Passage,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic12,azores_sea_province,sea,Fortunate-Isles Strait,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic13,azores_sea_province,sea,Fortunate-Isles Sound,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic15,icelandic_coast_province,sea,Thulean Island Passage,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic16,icelandic_coast_province,sea,Thulean Channel,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic18,icelandic_coast_province,sea,Island West Passage,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic2,azores_sea_province,sea,Fortunate-Isles Sea-Lane,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic20,icelandic_coast_province,sea,Thulean Strait,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic21,northern_isles_sea_province,sea,Orcadian–Thulean Passage,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic23,northern_isles_sea_province,sea,Orcadian–Thulean Channel,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic24,northern_isles_sea_province,sea,Orcadian–Thulean West Passage,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic25,hebridean_sea_province,sea,Caledonian-Isles Channel,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic26,hebridean_sea_province,sea,Caledonian-Isles Strait,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic27,hebridean_sea_province,sea,Caledonian-Isles West Passage,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic28,ulster_coastal_sea_zones_province,sea,Erdini Venicnii Donegal,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic29,munster_coastal_sea_zones_province,sea,Ivernian Atlantic–Shannon,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic3,azores_sea_province,sea,Fortunate-Isles West Passage,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic30,munster_coastal_sea_zones_province,sea,Ivernian Atlantic Shannon,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic31,munster_coastal_sea_zones_province,sea,Shannon West Passage,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic32,celtic_sea_province,sea,Oceanus Hibernicus Passage,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic33,celtic_sea_province,sea,Oceanus Hibernicus Channel,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic34,celtic_sea_province,sea,Oceanus Hibernicus West,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic35,gulf_of_gascony_province,sea,Aquitanian Ocean Passage,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic36,gulf_of_gascony_province,sea,Aquitanian Ocean Channel,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic37,gulf_of_gascony_province,sea,Aquitanian Ocean West Passage,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic38,cantabrian_sea_province,sea,Asturian–Cantabrian Ocean,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic39,cantabrian_sea_province,sea,Asturian Cantabrian Ocean,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic4,azores_sea_province,sea,Fortunate-Isles Tideway,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic40,cantabrian_sea_province,sea,Ocean West Passage,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic41,coast_of_portugal_province,sea,Atlantic of Lusitania Passage,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic42,coast_of_portugal_province,sea,Atlantic of Lusitania Channel,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic43,coast_of_portugal_province,sea,Atlantic of Lusitania West,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic44,coast_of_portugal_province,sea,Atlantic of Lusitania Strait,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic45,coast_of_portugal_province,sea,Atlantic of Lusitania Sound,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic46,gulf_cadiz_province,sea,Oceanus Gaditanus Passage,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic47,gulf_cadiz_province,sea,Oceanus Gaditanus Channel,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic48,gulf_cadiz_province,sea,Oceanus Gaditanus West,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic49,coast_of_morocco,sea,Atlantic of Mauretania,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic5,azores_sea_province,sea,Isles,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic50,coast_of_morocco,sea,Atlantic Mauretania Channel,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic51,coast_of_morocco,sea,Atlantic of Mauretania West,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic52,canary_island_coast,sea,Canaria–Ninguaria Ocean,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic53,canary_island_coast,sea,Canaria Ninguaria Ocean,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic54,canary_island_coast,sea,Canaria–Ninguaria Ocean West,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic55,canary_island_coast,sea,Ocean Strait,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
location,north_eastern_atlantic56,canary_island_coast,sea,Canaria–Ninguaria Ocean Sound,local geography / sourced AD 1 parent frame / English,reviewed ancient identity or anti-anachronism reconstruction,GEO-PROXY;installed:in_game/map_data/location_templates.txt,medium,"Reviewed AD 1 placement; modern, duplicate, or eponymic field label removed.",false
