granularity,key,parent,kind,ad1_name,language,method,source,confidence,note,unchanged_verified
"province","chactemal_province","chactemal_area","land","Chetumal–Dzibanché Late Preclassic","Maya place names / archaeological English","paired center archaeological-period construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Yucatan-Peninsula","high","Late Preclassic Maya communities around Chetumal and Dzibanché replace the unchanged vanilla form.","false"
"province","chadimapu_province","puelmapu_area","land","Chubut–Somuncurá Lands","local hydronym and plateau name / English","river-upland construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Patagonia-region-Argentina","medium","The Chubut basin and Somuncurá plateau replace later Mapuche directional terminology.","false"
"province","chadobets_province","angara_area","land","Lower Angara Taiga","local hydronym / English","river-ecology construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Angara-River","high","The lower Angara taiga provides a physical frame without leaving the Chadobets river name unchanged.","false"
"province","chagos_province","maldives_area","land","Central Erythraean Atolls","Greek classical sea name / English","uninhabited archipelago construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Chagos-Archipelago","medium","The uninhabited AD 1 atolls receive a classical-ocean physical name instead of the later Chagos name.","false"
"province","chagu_province","iowa_area","land","Missouri–Des Moines Woodlands","indigenous hydronyms / English","paired river archaeological landscape construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/topic/Woodland-cultures","medium","The Missouri and Des Moines corridors frame AD 1 Woodland communities without backdating Chagu identity.","false"
"province","chainouqua_province","goringhaikona_area","land","Agulhas–Overberg Pastoral Lands","local geographic names / English","coast-upland subsistence construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Cape-Agulhas","medium","The Agulhas coast and Overberg grazing lands replace the later Chainouqua group label across the footprint.","false"
"province","chaiyaphum_province","khorat_plateau_area","land","Khorat–Phetchabun Communities","local plateau and mountain names / English","upland settlement construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Khorat-Plateau","medium","The Khorat plateau and Phetchabun foothills replace the later Chaiyaphum city-province.","false"
"province","chakadee_wakpa_province","badlands_area","land","Little Missouri–Badlands Woodlands","English hydronym and landscape / archaeological English","river archaeological landscape construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/topic/Woodland-cultures","medium","The Little Missouri badlands receive an AD 1 Woodland frame without backdating a later tribal hydronym.","false"
"province","chala_coastal_sea_zones_province","andes_sea_zones_area","marine","Southern Peruvian Littoral Waters","English","directional coastal physical construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Peru/Drainage","medium","A geographic littoral label replaces the raw Chala coastal-sea-zone formulation.","false"
"province","chala_province","chala_area","land","Nazca–Ocoña Coast","archaeological place name / local hydronym / English","archaeological-region coastal construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Nazca","high","Early Nazca traditions and the Ocoña coast frame southern Peru around AD 1.","false"
"province","chalbi_province","egaso_ngiro_area","land","Chalbi–Turkana Pastoral Lands","local desert and lake names / English","desert-lake pastoral construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Lake-Turkana","medium","The Chalbi desert and Turkana basin frame mobile pastoral communities without leaving the vanilla label unchanged.","false"
"province","chalkidiki_province","macedonia_area","land","Chalcidice–Thermaic Coast","Greek classical region / English","attested peninsula-gulf construction","installed:in_game/map_data/definitions.txt;https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0198%3Abook%3D7","high","Chalcidice and the Thermaic coast cover the peninsula and Thessalonica approaches at AD 1.","false"
"province","chambeshi_province","kasongo_area","land","Chambeshi–Luapula Corridor","local hydronyms / English","paired river-basin construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Chambeshi-River","high","The Chambeshi and Luapula headwaters define the corridor without a single-polity claim.","false"
"province","chamdo_province","kham_area","land","Upper Drichu–Zachu Valleys","Tibetan hydronyms / English","paired river-valley construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Mekong-River","medium","The upper Yangtze and Mekong valleys provide a pre-imperial geographic frame instead of later Chamdo administration.","false"
"province","champagne_province","champagne_area","land","Tricasses","Latinized Gallic ethnonym","attested people matched to footprint","installed:in_game/map_data/definitions.txt;https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0239%3Abook%3D4","high","The Tricasses occupied the Troyes plain later called Champagne.","false"
"province","champasak_province","khorat_plateau_area","land","Lower Mekong–Kong Communities","local hydronyms / English","paired river settlement construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Mekong-River","medium","The lower Mekong and Kong tributary communities replace the much later Champasak polity.","false"
"province","chan_bo_coast_sea_province","southeast_asian_coasts_area","marine","Funan–Mekong Mouth Waters","ancient polity name / local hydronym / English","attested polity-river maritime construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Funan","medium","The Mekong mouth waters and emerging Funan sphere replace the raw Chan Bo coast label.","false"
"province","chan_chan_province","chala_area","land","Moche–Virú Coast","archaeological place names / English","archaeological-horizon coastal construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/topic/Moche","high","Early Moche and Virú traditions frame the north Peruvian coast before much later Chan Chan.","false"
"province","chanda_province","vidarbha_area","land","Eastern Vidarbha–Godavari","Sanskrit region / local hydronym","region-river directional construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Vidarbha","high","Eastern Vidarbha and the upper Godavari forest corridor replace the later Chanda province.","false"
"province","changane_province","limpopo_area","land","Limpopo–Changane Lands","local hydronyms / English","paired river-basin construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Limpopo-River","medium","The Limpopo and Changane drainages provide a physical frame without a later ethnic-state claim.","false"
"province","changde_province","wuling_area","land","Wuling–Dongting West","Han Chinese commandery and lake names / English","attested administrative-lake construction","installed:in_game/map_data/definitions.txt;https://ctext.org/han-shu/di-li-zhi-xia/ens","high","Western Dongting and Wuling Commandery replace later Changde administration.","false"
"province","changning_province","chuannan_area","land","Southern Qianwei Hills","Han Chinese commandery name / English","attested commandery plus landscape direction","installed:in_game/map_data/definitions.txt;https://ctext.org/han-shu/di-li-zhi-xia/ens","high","The southern hills lay within Han Qianwei Commandery before later Changning.","false"
"province","changping_province","beiping_area","land","Guangyang–Jundu Passes","Han Chinese commandery and mountain names / English","attested administrative-landform construction","installed:in_game/map_data/definitions.txt;https://ctext.org/han-shu/di-li-zhi/ens","high","Guangyang and the Jundu mountain passes frame northern Beijing around AD 1.","false"
"province","changsha_province","hunan_area","land","Changsha–Northern Xiang","Han Chinese kingdom name / hydronym / English","attested kingdom-river construction","installed:in_game/map_data/definitions.txt;https://ctext.org/han-shu/di-li-zhi-xia/ens","high","The Han kingdom of Changsha and northern Xiang basin cover the province while avoiding exact vanilla pass-through.","false"
"province","changtang_province","changtang_area","land","Northern Tibetan Lake Plateau","English","directional physical-geography construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Chang-Tang","medium","A physical lake-plateau name avoids projecting later Changtang territorial terminology as an AD 1 polity.","false"
"province","changzhou_province","jiangnan_area","land","Kuaiji–Taihu North","Han Chinese commandery and lake names / English","attested administrative-lake construction","installed:in_game/map_data/definitions.txt;https://ctext.org/han-shu/di-li-zhi-xia/ens","high","Northern Taihu lay within the wider Han Kuaiji-lower Yangtze system before Changzhou.","false"
"province","changzhou_sichuan_province","chuandong_area","land","Ba–Jiangzhou West","Han Chinese historical region and city / English","attested region-center construction","installed:in_game/map_data/definitions.txt;https://ctext.org/han-shu/di-li-zhi-xia/ens","high","Western Jiangzhou and Ba country frame the Dazu–Yongchuan footprint.","false"
"province","channel_sicily_province","central_mediterranean_sea_area","marine","Zeugitana–Sicilia Passage","Latin regional names / English","paired shore maritime construction","installed:in_game/map_data/definitions.txt;https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0198%3Abook%3D17","high","The passage between Zeugitana and Sicilia replaces the modern Channel of Sicily label.","false"
"province","chaoyang_province","yanbei_area","land","Liaoxi–Wuhuan Frontier","Han Chinese commandery and ethnonym / English","attested administrative-people frontier construction","installed:in_game/map_data/definitions.txt;https://ctext.org/han-shu/di-li-zhi/ens","high","Liaoxi Commandery and neighboring Wuhuan groups frame the northeast Yan frontier at AD 1.","false"
"province","chaozhou_province","guangdong_area","land","Nanhai–Jieyang Coast","Han Chinese commandery and ancient county names / English","attested administrative-coastal construction","installed:in_game/map_data/definitions.txt;https://ctext.org/han-shu/di-li-zhi-xia/ens","high","Jieyang on the eastern Nanhai coast replaces the much later Chaozhou prefectural name.","false"
"province","charchan_province","tarim_area","land","Qiemo–Shanshan March","Han Chinese oasis kingdom names / English","attested paired oasis frontier construction","installed:in_game/map_data/definitions.txt;https://depts.washington.edu/silkroad/texts/hantxt1.html","high","Qiemo and neighboring Shanshan anchor the southeastern Tarim route around AD 1.","false"
"province","charka_province","qullaw_area","land","Pukara–Charka Highlands","archaeological place name / indigenous geographic name / English","archaeological-horizon landscape construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Tiwanaku","medium","Pukara-era highland communities around Charka replace the unchanged vanilla name.","false"
"province","charquis_province","kentucky_area","land","Ohio–Tennessee Woodlands","indigenous hydronyms / English","paired river archaeological landscape construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/topic/Woodland-cultures","medium","The Ohio–Tennessee confluence receives an AD 1 Woodland frame without backdating Charquis identity.","false"
"province","chartrain_province","orleanais_area","land","Carnutes Heartland","Latinized Gallic ethnonym / English","attested people and core construction","installed:in_game/map_data/definitions.txt;https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0239%3Abook%3D4","high","Chartres and the surrounding plain formed the Carnutes heartland around AD 1.","false"
"province","chastoozerye_province","omsk_area","land","Sargat Ishim Lakes","archaeological label / hydronym / English","archaeological-horizon lake-country construction","installed:in_game/map_data/definitions.txt;https://doaj.org/article/bbdea945a29d42ada807b06b12d3d7b3","high","Sargat communities around the Ishim lake country replace the later Chastoozerye settlement name.","false"
"province","chattarawa_province","kentucky_area","land","Ohio–Cumberland Woodlands","indigenous hydronyms / English","paired river archaeological landscape construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/topic/Woodland-cultures","medium","The Ohio and Cumberland valleys distinguish this Woodland province from its Tennessee-facing sibling.","false"
"province","chawasha_province","louisiana_area","land","Lower Mississippi Delta Communities","indigenous hydronym / English","river-delta archaeological construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Mississippi-River","medium","Delta and Atchafalaya communities replace the later Chawasha ethnonym across the footprint.","false"
"province","cheboksary_province","samara_area","land","Middle Volga Gorodets Lands","archaeological label / hydronym / English","archaeological-horizon river construction","installed:in_game/map_data/definitions.txt;https://old.bigenc.ru/archeology/text/2371519","high","Gorodets culture along the middle Volga replaces medieval Cheboksary.","false"
"province","cheboygan_province","michigan_area","land","Mackinac–Lake Huron Woodlands","indigenous geographic name / English","strait-lake archaeological construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/topic/Woodland-cultures","medium","Mackinac and northern Lake Huron frame contemporary Woodland communities without the later Cheboygan name.","false"
"province","chebsko_province","bohemia_area","land","Western Marcomanni–Naristi","Latinized Germanic ethnonyms / English","attested peoples directional composite","installed:in_game/map_data/definitions.txt;https://sourcebooks.fordham.edu/source/tacitus-germania.asp","high","Western Marcomannic Bohemia and the Naristi frontier replace medieval Chebsko.","false"
"province","checagou_province","illinois_area","land","Lake Michigan Hopewell West","archaeological English / lake name","lake-region archaeological-horizon construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/topic/Hopewell-culture","medium","The western Lake Michigan shore lay within broader Hopewell exchange networks around AD 1.","false"
"province","checiny_province","lesser_poland_area","land","Przeworsk–Holy Cross Hills","archaeological label / English","archaeological-horizon upland construction","installed:in_game/map_data/definitions.txt;https://www.mpov.uw.edu.pl/en/thesaurus/archaeological-cultures/przeworsk-culture-","high","Przeworsk communities around the Holy Cross Hills replace medieval Chęciny.","false"
"province","cheke_holo_province","tinputz_area","land","Northern Bougainville Atolls","English","directional archipelago construction","installed:in_game/map_data/definitions.txt;https://press.anu.edu.au/downloads/press/p69411/mobile/ch06.html","medium","The northern Bougainville outliers and Manning atoll receive a geographic community frame rather than one village name.","false"
"province","cheli_province","yunnan_area","land","Ailao–Mekong South","Han Chinese ethnogeographic name / hydronym / English","attested people-river direction construction","installed:in_game/map_data/definitions.txt;https://ctext.org/han-shu/di-li-zhi-xia/ens","high","Ailao communities and the southern Mekong valleys replace later Cheli administration.","false"
"province","chelm_province","volhynia_area","land","Western Upper Bug Zarubintsy","archaeological label / hydronym / English","archaeological-horizon river direction construction","installed:in_game/map_data/definitions.txt;https://archaeolog.ru/el-bib/el-cat/el-series/mia/mia-70","high","Western upper Bug Zarubintsy-related communities replace medieval Chełm and the vanilla Volhynian label.","false"
"province","chelmno_province","prussia_area","land","Vistula–Aestian South","Latin hydronym and ethnonym / English","attested people-river direction construction","installed:in_game/map_data/definitions.txt;https://sourcebooks.fordham.edu/source/tacitus-germania.asp","high","The southern Aestian-Vistula frontier replaces medieval Chełmno.","false"
"province","chemewevi_province","great_basin_area","land","Mojave–Colorado Archaic Lands","indigenous regional name and hydronym / archaeological English","desert-river archaeological construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/topic/Archaic-culture","medium","The Mojave and Colorado corridor receives an AD 1 Archaic frame without backdating Chemehuevi identity.","false"
"province","chen_province","wuling_area","land","Yuan–Southern Wuling","Han Chinese hydronym and commandery / English","attested river-administrative construction","installed:in_game/map_data/definitions.txt;https://ctext.org/han-shu/di-li-zhi-xia/ens","high","The Yuan basin formed southern Wuling Commandery around AD 1.","false"
"province","chengdu_province","chuanxi_area","land","Shu–Chengdu Plain","Han Chinese historical region and city / English","attested region-center landscape construction","installed:in_game/map_data/definitions.txt;https://ctext.org/han-shu/di-li-zhi-xia/ens","high","The Chengdu plain was the demographic and agricultural core of Shu; the expanded name avoids exact pass-through.","false"
"province","chengjiang_province","yunnan_area","land","Dian–Fuxian Lakes","Han Chinese polity name and lake name","attested polity-lake construction","installed:in_game/map_data/definitions.txt;https://ctext.org/han-shu/di-li-zhi-xia/ens","high","The Fuxian lake basin lay in the Dian heartland before later Chengjiang.","false"
"province","chenzhou_henan_province","henan_area","land","Chen–Ru Plain","Han Chinese kingdom name and hydronym","attested polity-river landscape construction","installed:in_game/map_data/definitions.txt;https://ctext.org/han-shu/di-li-zhi/ens","high","The old Chen kingdom and Ru basin cover the Wanqiu-centered eastern Henan plain.","false"
"province","chenzhou_province","hunan_area","land","Guiyang–Nanling Hills","Han Chinese commandery and mountain names / English","attested administrative-upland construction","installed:in_game/map_data/definitions.txt;https://ctext.org/han-shu/di-li-zhi-xia/ens","high","Han Guiyang Commandery and the Nanling hills replace later Chenzhou administration.","false"
"province","cheorwon_province","gwandong_area","land","Ye–Maek Highlands","ancient Korean ethnonyms / English","attested peoples and landscape construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Korea/Ancient-Korea","medium","Ye and Maek highland communities replace the later Cheorwon district name.","false"
"province","chequamegon_province","wisconsin_area","land","Southern Superior Woodlands","English","lake-direction archaeological construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/topic/Woodland-cultures","medium","The southern Lake Superior shore receives an AD 1 Woodland frame without leaving Chequamegon unchanged.","false"
"province","cherdyn_province","ust_sysola_area","land","Upper Kama Glyadenovo Lands","archaeological label / hydronym / English","archaeological-horizon river construction","installed:in_game/map_data/definitions.txt;https://old.bigenc.ru/archeology/text/2365307","high","Glyadenovo communities along the upper Kama replace medieval Cherdyn.","false"
"province","cherepoves_province","beloozero_area","land","Sheksna–Andoma Lake Lands","local hydronyms / English","paired river-lake construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Lake-Onega","medium","The Sheksna and Andoma lake corridors replace the later Cherepovets town name.","false"
"province","cherkasy_province","right_bank_ukraine_area","land","Southern Middle Dnieper Zarubintsy","archaeological label / hydronym / English","archaeological-horizon river direction construction","installed:in_game/map_data/definitions.txt;https://archaeolog.ru/el-bib/el-cat/el-series/mia/mia-70","high","Southern middle-Dnieper Zarubintsy communities replace medieval Cherkasy.","false"
"province","chernihiv_province","severia_area","land","Desna Zarubintsy Lands","archaeological label / hydronym / English","archaeological-horizon river construction","installed:in_game/map_data/definitions.txt;https://archaeolog.ru/el-bib/el-cat/el-series/mia/mia-70","high","Zarubintsy-related communities along the Desna replace medieval Chernihiv.","false"
"province","chesapeake_province","virginia_area","land","Chesapeake–Tidewater Woodlands","indigenous hydronym / English","bay-landscape archaeological construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/topic/Woodland-cultures","medium","The Chesapeake tidewater receives an AD 1 Woodland frame without leaving the vanilla bay name alone.","false"
"province","cheshire_province","northumbria_area","land","Cornovii–Deva","Latinized Brittonic ethnonym / Roman place name","attested people-center construction","installed:in_game/map_data/definitions.txt;https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0239%3Abook%3D4","high","The Cornovii and Roman Deva replace the later English shire name Cheshire.","false"
"province","chiang_mai_province","northern_tai_highland_area","land","Ping–Wang Basin Communities","local hydronyms / English","paired river settlement construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Ping-River","medium","The Ping and Wang basins frame pre-Lanna communities without the later Chiang Mai city name.","false"
"province","chiang_rai_province","northern_tai_highland_area","land","Kok–Mekong Highland Communities","local hydronyms / English","paired river-upland settlement construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Mekong-River","medium","The Kok and Mekong highlands replace the much later Chiang Rai city-province.","false"
"province","chichen_itza_province","mayaab_area","land","Northern Yucatán Late Preclassic","archaeological English","directional archaeological-period construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Chichen-Itza","high","Late Preclassic northern Yucatán communities replace the later monumental Chichén Itzá focus.","false"
"province","chickasaw_province","mississippi_area","land","Tombigbee–Mississippi Woodlands","indigenous hydronyms / English","paired river archaeological landscape construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/topic/Woodland-cultures","medium","The Tombigbee and Mississippi corridors frame AD 1 Woodland communities without backdating Chickasaw identity.","false"
"province","chicora_province","north_carolina_area","land","Pee Dee–Cape Fear Woodlands","indigenous hydronym / English","paired river archaeological landscape construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/topic/Woodland-cultures","medium","The Pee Dee and Cape Fear basins replace the later Spanish-reported Chicora name.","false"
"province","chiemgau_province","bavaria_area","land","Iuvavum–Western Noricum","Latin city and regional names / English","attested center-region construction","installed:in_game/map_data/definitions.txt;https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0198%3Abook%3D7","high","Iuvavum and western Noricum cover the Chiemsee–Salzach corridor before medieval Chiemgau.","false"
"province","chikugo_province","saikaidou_area","land","Southern Tsukushi Wa","ancient Japanese region / Han ethnonym / English","attested region-people direction construction","installed:in_game/map_data/definitions.txt;https://www.jstage.jst.go.jp/article/isijinternational/54/5/54_1155/_html/-char/en","high","Southern Tsukushi Wa communities replace the later Chikugo province.","false"
"province","chikuzen_province","saikaidou_area","land","Northern Tsukushi Wa","ancient Japanese region / Han ethnonym / English","attested region-people direction construction","installed:in_game/map_data/definitions.txt;https://www.jstage.jst.go.jp/article/isijinternational/54/5/54_1155/_html/-char/en","high","Northern Tsukushi Wa communities around Hakata replace the later Chikuzen province.","false"
"province","chilcotin_province","cascadia_area","land","Chilcotin–Fraser Plateau","indigenous geographic names / English","paired river-upland construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Fraser-River","medium","The Chilcotin and Fraser plateau provide a physical indigenous frame distinct from the vanilla single name.","false"
"province","chimgi_tura_province","chimgi_tura_area","land","Sargat Tobol–Iset Lands","archaeological label / hydronyms / English","archaeological-horizon river construction","installed:in_game/map_data/definitions.txt;https://doaj.org/article/bbdea945a29d42ada807b06b12d3d7b3","high","Sargat communities along the Tobol and Iset replace the much later Chimgi-Tura center.","false"
"province","chin_province","hill_area","land","Kaladan–Chindwin Hills","local hydronyms / English","paired river-upland construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Chin-Hills","medium","The Kaladan and Chindwin hill corridors avoid projecting the later Chin collective identity as an AD 1 province.","false"
"province","chinali_province","natahende_area","land","Powder–Tongue River Woodlands","English hydronyms / archaeological English","paired river archaeological landscape construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/topic/Woodland-cultures","medium","The Powder and Tongue river corridor receives an AD 1 Woodland frame without the later Chinali name.","false"
"province","chinook_province","cascadia_area","land","Lower Columbia Plankhouse Lands","indigenous hydronym / archaeological English","river settlement-form construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Columbia-River","medium","Lower Columbia plankhouse communities provide a broad era-suitable frame before later Chinook political geography.","false"
"province","chios_province","aegean_archipelago_area","land","Chios–Samos Isles","Greek island names / English","paired attested island construction","installed:in_game/map_data/definitions.txt;https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0198%3Abook%3D14","high","Chios and Samos jointly cover the province's principal islands without leaving vanilla Chios unchanged.","false"
"province","chipion_province","moqoit_area","land","Paraná–Salado Mound Traditions","indigenous hydronyms / archaeological English","paired river archaeological construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Parana-River","medium","Riverine mound-building traditions replace the later Chipion ethnonym across the wetland footprint.","false"
"province","chiquitania_province","mamore_area","land","Guaporé–Chiquito Forests","indigenous hydronym and geographic name / English","river-forest construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/Guapore-River","medium","The Guaporé and Chiquito forest country replace the later colonial Chiquitania region.","false"
"province","chisasibi_province","jamesie_area","land","La Grande–Eastmain Lands","local hydronyms / English","paired river-basin construction","installed:in_game/map_data/definitions.txt;https://www.britannica.com/place/James-Bay","medium","The La Grande and Eastmain basins replace the single later settlement name Chisasibi.","false"
"province","chishima_islands","ezo_sea","marine","Epi-Jōmon Kuril Waters","Japanese archaeological terminology / English","archaeological-horizon maritime construction","installed:in_game/map_data/definitions.txt;https://eprints.lib.hokudai.ac.jp/dspace/handle/2115/38237","high","The Kuril waters inherit the contemporary Epi-Jōmon cultural frame rather than the later Chishima name.","false"
"province","chishima_province","ezo_area","land","Epi-Jōmon Kuril Isles","Japanese archaeological terminology / English","archaeological-horizon archipelago construction","installed:in_game/map_data/definitions.txt;https://eprints.lib.hokudai.ac.jp/dspace/handle/2115/38237","high","The southern and central Kurils belonged to the Epi-Jōmon world around AD 1.","false"
