granularity,key,parent,kind,ad1_name,language,method,source,confidence,note,unchanged_verified
area,marmara_area,anatolia_region,land,Mysia–Bithynia–Phrygia,Greek regional names,attested regional composite,GEO-PROXY;STR-ANA;MIT-ANA,high,Biga Karasi and Hüdavendigâr map chiefly to Mysia and Bithynia while Kütahya and Sultanönü reach Phrygia; the composite follows the installed footprint.,false
area,maryland_area,east_coast_region,land,Chesapeake Mockley Lands,Algonquian regional name / archaeological English,archaeological-horizon and bay construction,GEO-PROXY;https://www.nps.gov/gewa/learn/historyculture/upload/GEWA-HRS-2023-508-2.pdf,medium,Mockley ceramics entered the Potomac-Chesapeake sequence around the campaign boundary; the name covers Nanticoke Patapsco and Potomac without backdating colonial Maryland.,false
area,mascarene_islands_area,madagascar_region,land,Remote Southwest Indian,English,physical-island and uninhabited-status construction,GEO-PROXY;https://archeologie.culture.gouv.fr/ocean-indien/en/history-and-environment,high,Mauritius Réunion and Rodrigues were remote volcanic islands without an AD 1 resident society; the neutral label avoids the sixteenth-century Mascarene name.,false
area,massachusetts_area,east_coast_region,land,Shawmut–Nauset Woodlands,Indigenous local names / English,local-anchor and ecological construction,GEO-PROXY;https://www.nps.gov/orgs/1539/the-southeast-chronicles-fort-pulaski-national-monument.htm,medium,Shawmut and Nauset distinguish the bay and cape portions of a varied Middle Woodland footprint; the terms are geographic anchors rather than a claim of unchanged first-century polities.,false
area,mato_grosso_area,brazil_region,land,Xingu–Paraguay Headwaters,local hydronyms / English,hydrographic-landscape construction,GEO-PROXY;SA-EXPANSIONS,medium,The installed Cuiabá Pantanal upper Tapajós and Xingu children straddle the Xingu-Paraguay headwater divide; the name avoids the colonial Mato Grosso frame.,false
area,matrega_area,steppes_region,land,Sindica and the Maeotian Coast,Greek regional and ethnographic forms,attested polity-coast construction,GEO-PROXY;https://penelope.uchicago.edu/Thayer/E/Roman/Texts/Strabo/11B*.html,high,The Taman-Akhtar lowlands and Black Sea approaches correspond to Sindica and the Maeotian peoples described around the Bosporan frontier; Tuapse marks the coastal extension.,false
area,mayaab_area,mesoamerica_region,land,Northern Maya Lowlands,Maya ethnolinguistic name / English,archaeological-cultural landscape construction,GEO-PROXY;SCI-MAY,high,Chichén Itzá Dzilam and Mayapán lie in the northern lowlands of a developed Late Preclassic Maya world; later city-state supremacy is not projected onto AD 1.,false
area,mazandaran_area,persia_region,land,Hyrcania and Tapuria,Greek conventional regional forms,attested regional composite,GEO-PROXY;https://penelope.uchicago.edu/Thayer/E/Roman/Texts/Strabo/11H*.html,high,Hyrcania covers Gorgān and the southeast Caspian plain while Tapuria fits the central Alborz and Tabarestan side; Daylam and Gilan remain a western mountain extension.,false
area,mazovia_area,baltic_region,land,Narew–Vistula Przeworsk,local hydronyms / archaeological term,archaeological-horizon and river-axis construction,GEO-PROXY;UW-PRZEWORSK,medium,The middle Vistula Narew and Podlasie children sit across Przeworsk and neighbouring forest-zone material groups; Borderlands avoids inventing a unitary Mazovian people.,false
area,mearim_area,brazil_region,land,Itapecuru–Pindaré Forests,local hydronyms / English,hydrographic-ecological construction,GEO-PROXY;SA-EXPANSIONS,medium,Itapecuru Mearim and Pindaré descendants define an eastern Amazonian river-and-forest field; later colonial Maranhão identities are not backdated.,false
area,mecklenburg_area,north_german_region,land,Varini and Reudigni Lands,Latinized Germanic ethnonyms,attested people-region composite,GEO-PROXY;https://sourcebooks.fordham.edu/source/tacitus-germania.asp,medium,Tacitus places Varini and Reudigni among the northern Germanic peoples around this Baltic-Elbe zone; the broad footprint remains a cautious tribal-region adapter.,false
area,mesoamerica_sea_zones_area,mesoamerica_region,marine,Tehuantepec–Colima Pacific,Nahuatl and local geographic names / English,coastal-anchor maritime construction,GEO-PROXY;INAH-WEST-MEXICO,high,The installed Huaxyacac Michoacán and Xalisco coastal seas run from Tehuantepec toward Colima; the pair distinguishes these Pacific lanes from land siblings.,false
area,mexihko_area,mesoamerica_region,land,Teotihuacan Highlands,English archaeological geographic,archaeological-period landscape construction,GEO-PROXY;INAH-CUICUILCO-TEO,high,The Anahuac Tetzcoco Tlaxcala Morelos and Guerrero descendants encompass Cuicuilco's decline and Teotihuacan's early growth at the Formative-Classical transition.,false
area,michigan_area,east_coast_region,land,Huron–Michigan Middle Woodland,local lake names / archaeological English,lake-axis archaeological construction,GEO-PROXY;NPS-HOPEWELL,medium,The descendants ring Lakes Michigan and Huron and belong to varied Middle Woodland exchange worlds; the label avoids projecting the modern state or later confederacies.,false
area,michoacan_area,mesoamerica_region,land,Chupícuaro and the Western,archaeological names / English,archaeological-horizon composite,GEO-PROXY;INAH-CHUPICUARO;INAH-WEST-SHAFT,high,The installed Cuitzeo-Pátzcuaro interior meets the Colima-Jalisco shaft-tomb world around AD 1; neither the later Tarascan state nor a single ethnicity is implied.,false
area,middle_amur_area,manchuria_region,land,Pol'tse Middle Amur,archaeological term / English,archaeological-horizon and river-axis construction,GEO-PROXY;NMJH-YIL;CAM-PROTOTUNGUSIC,high,Pol'tse is the best bounded material horizon for the middle Amur at the campaign boundary; it is not treated as one Yilou ethnicity or state.,false
area,middle_lena_area,east_siberia_region,land,Middle Lena Taiga,local hydronym / English,river-basin ecological construction,GEO-PROXY;https://www.britannica.com/place/Lena-River,medium,Lena Marxa Siniaia and upper-Lena children form a taiga river corridor; the neutral name avoids backdating later Sakha settlement or Russian territorial terms.,false
area,midlands_area,great_britain_region,land,Corieltauvi–Cornovii Midlands,Latinized Brittonic ethnonyms / English,attested people-region composite,GEO-PROXY;PTO-GEO-II2;MANN-BRI,high,Corieltauvi cover Lincoln Leicester and much of the east Midlands while Cornovii anchor the western side; fringe Dobunnic fields remain below this coarse tier.,false
area,milne_area,melanesia_region,land,Massim–Oro Coastal Worlds,regional names / English,archaeological-maritime landscape construction,GEO-PROXY;JPA-PAPUA,medium,The Baruga Daga Kilivila and Manubara children span the Oro coast and Massim islands; Worlds preserves their distinct local trajectories rather than inventing a unified polity.,false
area,mindanao_area,indonesia_region,land,Agusan–Sulu Maritime Lands,local geographic names / English,river-and-archipelago network construction,GEO-PROXY;CCP-MAITUM;NMP-PH-JARS,high,Agusan and the Sulu passage bound Mindanao's varied coastal upland and jar-burial communities around AD 1; no later sultanate or island-wide state is implied.,false
area,mississippi_area,east_coast_region,land,Mississippi Marksville,archaeological term / English,archaeological-horizon and river-axis construction,GEO-PROXY;NPS-HOPEWELL,high,Marksville-related Middle Woodland communities fit the Natchez Yazoo and lower Mississippi descendants around AD 1; later Mississippian chiefdoms are excluded.,false
area,missouri_area,great_plains_region,land,Missouri Hopewell,archaeological English,archaeological-interaction sphere construction,GEO-PROXY;MOSHPO-CMO;MOSHPO-KC,high,Meramec Nodaway Tamaroa and Towosaghy lie across Central Missouri and Kansas City Hopewell interaction zones rather than a single nation.,false
area,mithila_area,bengal_region,land,Videha and Magadha,Sanskrit conventional forms,attested regional composite,GEO-PROXY;https://www.britannica.com/place/Magadha,high,Videha supplies the Mithila-Darbhanga north while Magadha anchors Patna and the lower Ganga children; both are appropriate ancient political-cultural regions.,false
area,moldavia_area,carpathia_region,land,Getae and Bastarnae Lands,Greek and Latin ethnonyms,attested people-region composite,GEO-PROXY;STR-BAL,medium,The lower Prut-Dniester and east-Carpathian footprint lay among Getic and Bastarnian worlds at the era boundary; the label avoids medieval Moldavia and rigid tribal borders.,false
area,moluccas_area,indonesia_region,land,Banda–Halmahera Island Worlds,local geographic names / English,archipelago and exchange-network construction,GEO-PROXY;https://www.metmuseum.org/toah/hd/indp/hd_indp.htm,medium,Banda Seram Buru Ternate Tidore and Aru form multiple eastern Indonesian island worlds tied by seafaring and spice exchange; later sultanates are not backdated.,false
area,momase_area,melanesia_region,land,Sepik–Huon,local geographic names / English,river-and-coast landscape construction,GEO-PROXY;JPA-PAPUA,medium,Adzera Banaro Kate and Melpa descendants span the Sepik-Huon coast and adjoining highlands; Communities signals locally varied lifeways rather than the modern Momase macroregion.,false
area,mongolian_great_lakes_area,mongolia_region,land,Altai–Great Lakes Pastoral,local geographic names / English,landscape and interaction-zone construction,GEO-PROXY;ACSS-ALTAI-XIONGNU,high,Khovd Khyargas Tes and Zavkhan occupy the Altai-Great Lakes basin on the Xiongnu semi-periphery; the name does not claim uniform direct imperial occupation.,false
area,monyul_area,bengal_region,land,Brahmaputra–Eastern Himalayan,local hydronym / English,hydrographic-mountain construction,GEO-PROXY;UCL-BHUTAN;CAM-TH,high,Bhutan Sikkim Itanagar and Sadiya children join the upper Brahmaputra approaches to the eastern Himalaya; later Monyul and Bhutanese political frames are avoided.,false
area,moqoit_area,chaco_region,land,Chaco Forest–Wetland,local regional name / English,ecological-landscape construction,GEO-PROXY;https://www.britannica.com/place/Gran-Chaco,medium,The exceptionally broad Ashca Ibera Moqoit Saipuru and Wichi footprint crosses dry forest river and wetland zones; no later ethnopolitical map is projected onto AD 1.,false
area,moravia_area,south_german_region,land,Quadi Lands of the Morava,Latin ethnonym / local hydronym,attested people and river construction,GEO-PROXY;STR-GER,medium,The Morava basin was part of the Quadi-facing middle Danube world around the campaign boundary; the name replaces medieval Moravia without fixing an exact border.,false
area,morea_area,balkan_region,land,Peloponnēsos,Ancient Greek,attested peninsula name,GEO-PROXY;https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0198%3Abook%3D8,high,The Achaea Arcadia Argolis Corinthia Elis Laconia and Messenia children exactly compose the ancient Peloponnese; the medieval Morea name is removed.,false
area,morocco_area,maghreb_region,land,Western Mauretania,Latin conventional form,attested political-geographic construction,GEO-PROXY;https://penelope.uchicago.edu/Thayer/E/Roman/Texts/Strabo/17C*.html,high,The Rif Fez Atlantic plains and Atlas children formed the western half of Juba II's Mauretanian kingdom at AD 1; the later Roman province is not yet assumed.,false
area,moscow_area,russian_region,land,Moskva–Oka Dyakovo Lands,local hydronyms / archaeological term,archaeological-horizon and river-axis construction,GEO-PROXY;RAS-DYAKOVO,high,Kolomna Moscow Mozhaysk and Zvenigorod fall squarely in the late-Dyakovo Moskva-Oka basin; no medieval city-state or ethnicity is backdated.,false
area,moshiko_area,kongo_region,land,Kafue–Luangwa Woodland,local hydronyms / English,river-basin archaeological construction,GEO-PROXY;https://www.cambridge.org/core/journals/journal-of-african-history/article/abs/early-iron-age-in-zambiaregional-variants-and-some-tentative-conclusions/0301F984B30D1967F7AB21626D8F4038,medium,Kafue Luangwa Bangweulu and Moshiko descendants occupy central Zambian woodlands where Late Stone Age and incoming Early Iron Age lifeways overlapped.,false
area,motu_maha_area,new_zealand_region,land,Remote Subantarctic Southern,English,physical-island and uninhabited-status construction,GEO-PROXY;https://teara.govt.nz/en/when-was-new-zealand-first-settled,high,This isolated southern island had no AD 1 settlement; the neutral physical label avoids treating its much later Polynesian name as contemporary occupation evidence.,false
area,mozambique_area,swahili_coast_region,land,Ligonha–Zambezi Littoral,local hydronyms / English,coastal-river construction,GEO-PROXY;https://content.ucpress.edu/title/9780520305205/9780520305205_intro.pdf,medium,Ligonha Mozambique and Ucungo children lie between the Ligonha and lower Zambezi coastal corridors; the label predates Portuguese Mozambique and later Swahili towns.,false
area,mozambique_channel_area,swahili_coast_region,marine,Azanian Channel,Greek geographic term / English,attested maritime-region construction,GEO-PROXY;https://depts.washington.edu/silkroad/texts/periplus/periplus.html,high,The Periplus places Azania along the East African shore facing this channel; the ancient-facing name replaces the later Portuguese toponym without claiming exact classical navigation of every child sea.,false
area,mu_ngava_area,melanesia_region,land,Mu Ngava and Outer Reefs,local island name / English,local-anchor reef construction,GEO-PROXY;https://www.britannica.com/place/Rennell-Island,medium,Mu Ngava anchors the inhabited island while Indispensable marks the outer reef system; the expanded label distinguishes this area from its single vanilla name.,false
area,munster_area,ireland_region,land,Iverni and Velabri Lands,Latinized Insular Celtic ethnonyms,attested people-region composite,GEO-PROXY;PTO-GEO-II1;DARCY-IRE,high,Ptolemy's Iverni and Velabri provide the strongest southern Hibernian anchors for Cork Kerry and adjoining Munster descendants; exact boundaries remain schematic.,false
area,murcia_area,iberia_region,land,Bastetania and Contestania,Latin conventional regional forms,attested regional composite,GEO-PROXY;STR-IBR;PLN-IBR,high,Cartagena Segura Albacete and Hellín span Contestanian coast and Bastetanian interior according to classical regional ordering; medieval Murcia is removed.,false
area,najd_area,arabia_region,land,Arabian Oases,English,physical-economic landscape construction,GEO-PROXY;STR-ARAB;PLN-ARAB,medium,The broad Qasim Yamama Fadak and Wadi al-Dawasir footprint combines oasis corridors with interior steppe; ancient sources do not justify one uniform central-Arabian polity.,false
area,namib_area,southern_africa_region,land,Kunene–Etosha Pastoral Lands,local hydronyms / English,hydrographic and subsistence-landscape construction,GEO-PROXY;OUP-SOUTH-AFRICA,medium,Damara Owambo and Ezorongondo descendants cluster around the Kunene-Etosha and northwest Namib interface; Pastoral Lands allows overlapping hunter-herder lifeways without later state labels.,false
area,nankaidou_area,japan_region,land,Kii–Shikoku Yayoi Lands,Japanese geographic names / archaeological term,island-anchor archaeological construction,GEO-PROXY;ISIJ-YAY,high,Kii Awaji and the four Shikoku provinces belong to distinct southern Yayoi settlement worlds; the name removes the later imperial Nankaidō circuit.,false
area,nanpo_area,micronesia_region,land,Western Pacific Remote Isles,English,physical-island and uninhabited-status construction,GEO-PROXY;https://www.britannica.com/place/Bonin-Islands,medium,Iwo and Ogasawara were remote islands without a secure AD 1 resident society; the neutral name avoids the later Japanese administrative Nanpō frame.,false
area,nanpo_sea_zones_area,micronesia_region,marine,Western Pacific Remote Waters,English,physical maritime construction,GEO-PROXY;https://www.britannica.com/place/Bonin-Islands,medium,These waters surround the unpeopled Iwo-Ogasawara chain at the campaign date and pair uniquely with Western Pacific Remote Isles.,false
area,natahende_area,aridoamerica_region,land,Mogollon Transition Lands,archaeological term / English,archaeological-transition landscape construction,GEO-PROXY;https://www.nps.gov/gicl/learn/historyculture/mogollon-culture.htm,medium,The southern New Mexico and northern Chihuahua footprint lies near the Late Archaic-to-Mogollon transition; much later Apache Natahéndé identity is not backdated.,false
area,nauru_area,micronesia_region,land,Naoero Isle,Nauruan local name / English,local island-name construction,GEO-PROXY;https://www.britannica.com/place/Nauru,medium,Naoero replaces the European Nauru form for an island settled long before AD 1; the row makes no claim for a unified chiefly state.,false
area,nauru_sea_zones_area,micronesia_region,marine,Naoero Waters,Nauruan local name / English,local-anchor maritime construction,GEO-PROXY;https://www.britannica.com/place/Nauru,medium,The surrounding coast and high-sea cells take their name from Naoero and remain distinct from the land sibling.,false
area,navarre_area,iberia_region,land,Vascones–Varduli–Caristii,Latinized ancient ethnonyms,attested people-region composite,GEO-PROXY;STR-IBR;PLN-IBR,high,Navarre Álava Gipuzkoa and Biscay span Vascon Vardulian Caristian and fringe Autrigonian territories; three names provide the clearest footprint without a medieval kingdom.,false
area,nekokiaw_area,central_america_region,land,Chiriquí–Diquís Lands,archaeological regional names,archaeological-region composite,GEO-PROXY;https://www.metmuseum.org/toah/hd/camr/hd_camr.htm,medium,The Boruca Chiriquí and Pacific Costa Rican children bridge the archaeological Gran Chiriquí and Diquís zones; later chiefdom boundaries are not imposed on AD 1.,false
area,nepal_area,hindustan_region,land,Kirata Himalayan Lands,Sanskrit ethnogeographic form / English,attested people and mountain construction,GEO-PROXY;https://www.britannica.com/place/Nepal/History,medium,Kirata is the most defensible ancient literary frame for the Nepal-eastern Himalayan side while Garhwal Kumaon and western valleys remain a broad highland extension.,false
area,new_brunswick_area,canada_region,land,Wolastoq–Chaleur Maritime,Wolastoqey and French conventional hydronyms / English,local-river and archaeological-period construction,GEO-PROXY;https://www.pc.gc.ca/apps/dfhd/page_nhs_eng.aspx?id=173,medium,Wolastoq and Chaleur distinguish the river interior and northern gulf coast within a Maritime Woodland footprint; no colonial province or fixed later nation is backdated.,false
area,new_hampshire_area,east_coast_region,land,Merrimack–Coos Woodlands,Indigenous hydronym and regional name / English,local-anchor ecological construction,GEO-PROXY;https://www.nps.gov/saga/learn/historyculture/archaeology.htm,medium,Merrimack Pennacook and Coos descendants form an inland-river and upland Woodland area; the label removes the English colonial colony name.,false
area,new_jersey_area,east_coast_region,land,Raritan–Assunpink Woodlands,Indigenous local names / English,local-river archaeological landscape construction,GEO-PROXY;NYSM-POINT,medium,Raritan Assunpink and Kechemeche children lie within interacting Middle Woodland coastal and river communities; no colonial New Jersey or later tribal border is assumed.,false
area,new_zealand_sea_zones_area,new_zealand_region,marine,Polynesian Remote,English,physical maritime and uninhabited-status construction,GEO-PROXY;https://teara.govt.nz/en/when-was-new-zealand-first-settled,high,The installed waters encircle islands not settled until about AD 1250-1300; the label describes their position without inventing AD 1 voyaging control.,false
area,newfoundland_area,canada_region,land,Dorset and Cow Head Island,archaeological names / English,archaeological-horizon island construction,GEO-PROXY;https://www.pc.gc.ca/apps/dfhd/page_nhs_eng.aspx?id=214;https://www.pc.gc.ca/apps/dfhd/page_nhs_eng.aspx?i=72065&id=231,high,Dorset communities occupied much of the coast at AD 1 while Cow Head-related Recent Indian groups anchor another island tradition; later Newfoundland and Beothuk labels are avoided.,false
area,ngari_area,tibet_region,land,Plateau and Upper Indus,English / local hydronym,physical-cultural landscape construction,GEO-PROXY;CAM-TIB-ARCH,high,Balti Ladakh Guge Purang Rutok Spiti and Zangskar form the western Tibetan Plateau and upper-Indus complex; later Ngari political unity is not backdated.,false
area,ngulumapu_area,andes_region,land,Bío-Bío–Valdivian Woodlands,local hydronym / English,hydrographic-ecological construction,GEO-PROXY;https://www.britannica.com/place/Biobio-River,medium,The installed Pikunmapu Butalmapu and Willimapu children extend from the Bío-Bío through temperate Valdivian forests; the physical label avoids projecting later Mapuche territorial institutions.,false
area,niue_area,polynesia_region,land,Remote Raised Coral Isle,English,physical-island and uninhabited-status construction,GEO-PROXY;https://natlib.govt.nz/records/21480551,medium,The raised coral island lacks secure settlement evidence at AD 1; the neutral label avoids treating later Niuean society as already established.,false
area,nizhny_novgorod_area,russian_region,land,Volga Dyakovo–Gorodets,local hydronym / archaeological terms,archaeological-horizon and river-axis composite,GEO-PROXY;RA-DYAKOVO-UPPER;BSE-GORODETS,high,Galich Unzha and upper-Volga children meet Dyakovo groups while Nizhny Novgorod and the Oka-Volga side meet Gorodets material traditions.,false
area,nord_norge_area,scandinavian_region,land,Fenni and Northern Germanic,Latin ethnonym / English,attested people and ecological-zone construction,GEO-PROXY;https://sourcebooks.fordham.edu/source/tacitus-germania.asp,medium,Tacitus's Fenni provide a cautious northern inland frame while Trøndelag Nordland and the long Atlantic shore carried northern Germanic coastal communities; later Norwegian counties are removed.,false
area,norfolk_nz_area,new_zealand_region,land,Remote Southwest Pacific,English,physical-island and uninhabited-status construction,GEO-PROXY;https://www.infrastructure.gov.au/territories-regions-cities/territories/norfolk-island/history,high,Norfolk Island's Polynesian occupation began more than a millennium after AD 1; the neutral ridge-island label avoids both that later settlement and the colonial name.,false
area,normandy_area,france_region,land,Caleti–Veliocasses–Aulerci,Latinized Gallic ethnonyms,attested people-region composite,GEO-PROXY;STR-GAL;OCD-GAL,high,Caleti anchor Caux Veliocasses the lower Seine and Aulerci Eburovices the Évreux interior; the composite replaces medieval Normandy across its exact children.,false
area,norrland_area,scandinavian_region,land,Fenni and Bothnian Forests,Latin ethnonym / English,attested people and ecological-zone construction,GEO-PROXY;https://sourcebooks.fordham.edu/source/tacitus-germania.asp,medium,The huge Bothnian Kemi Kainuu and northern Swedish-Finnish footprint is better framed by forest-zone Fenni and the Bothnian basin than by later Norrland administration.,false
area,north_alfold_area,carpathia_region,land,Dacian–Eraviscan Plain,Latinized ancient ethnonyms / English,attested people-landscape construction,GEO-PROXY;STR-BAL,medium,At AD 1 the northeast Pannonian plain lay between Dacian influence and the Eraviscan-facing middle Danube; the Iazyges arrived and expanded only in the following decades.,false
area,north_borneo_area,indonesia_region,land,Niah–Sangkulirang Bornean,archaeological place names / English,archaeological-anchor composite,GEO-PROXY;ANU-NIAH-METAL;QSR-LIANG-JON;QINT-LIANG-ABU,high,Niah anchors northwest Borneo while Sangkulirang covers the under-researched east; Worlds preserves the island's diverse river coast and forest communities.,false
area,north_carolina_area,east_coast_region,land,Deptford–Badin Woodlands,archaeological terms / English,archaeological-horizon composite,GEO-PROXY;https://www.nps.gov/orgs/1539/the-southeast-chronicles-moores-creek-national-battlefield-park.htm,medium,Coastal Deptford-related and Piedmont Badin-related Middle Woodland sequences meet within the installed Carolina footprint around AD 1; later colonial and tribal maps are excluded.,false
area,north_china_coastline,north_china_region,marine,Bohai–Liaodong Waters,Han geographic names / English,attested gulf and peninsula maritime construction,GEO-PROXY;https://ctext.org/han-shu/di-li-zhi/ens,high,Bohai Bay the strait and Liaodong Bay define this enclosed northern-Chinese maritime sibling in Han geographic terms.,false
area,north_gabun_area,central_africa_region,land,Ogooué–Ivindo Forest,local hydronyms / English,river-basin archaeological construction,GEO-PROXY;JAH-BANTU-MOBILITY,medium,Moyen Ogooué Nyanga Ivindo and coastal descendants occupy a western equatorial forest-and-river corridor amid varied Early Iron Age mobility; later Gabon is removed.,false
area,north_hausa_area,sahel_region,land,Sokoto–Rima Hausa Forelands,local hydronyms / archaeological English,river-axis and archaeological-period construction,GEO-PROXY;JAH-HAUSALAND,medium,Gobir Kebbi Katsina and Zamfara children cluster around the Sokoto-Rima drainage; Iron-Age Lands avoids backdating later Hausa expansion and city-state borders.,false
area,north_island_area,new_zealand_region,land,Remote Northern Temperate,English,physical-island and uninhabited-status construction,GEO-PROXY;https://teara.govt.nz/en/when-was-new-zealand-first-settled,high,The North Island and its offshore children had no human settlement at AD 1; the physical label avoids applying later Māori regional organization prematurely.,false
area,north_madagascar_area,madagascar_region,land,Northern Malagasy Forests,English,physical-ecological and settlement-caution construction,GEO-PROXY;https://www.cambridge.org/core/journals/antiquity/article/early-holocene-human-presence-in-madagascar-evidence-from-ambolisatra/77795B14D92E44E9B1BB71DA127BF0A9,medium,The Ambongo Iboina Antankarana and Tsimihety descendants form northern forest and littoral zones; the neutral name avoids later Malagasy ethnonyms amid disputed early-settlement evidence.,false
area,north_portugal_area,iberia_region,land,Callaeci and Northern Lusitani,Latinized ancient ethnonyms,attested people-region composite,GEO-PROXY;STR-IBR;PLN-IBR,high,Minho and Trás-os-Montes belong with Callaecian communities while the Beiras bridge northern Lusitanian territory; modern Portugal is removed.,false
area,north_sea_area,great_britain_region,marine,Oceanus Germanicus,Latin,attested classical sea name,GEO-PROXY;https://www.perseus.tufts.edu/hopper/text?doc=Plin.+Nat.+4&fromdoc=Perseus%3Atext%3A1999.02.0137,high,Germanic Ocean is the appropriate Roman geographic frame for the sea between Britain Germania and the Danish approaches; the Latin form distinguishes it from modern North Sea.,false
area,north_sumatra_area,indonesia_region,land,Barus–Nicobar Maritime Worlds,local place names / English,port-and-island network construction,GEO-PROXY;https://www.cambridge.org/core/books/abs/cambridge-history-of-southeast-asia/southeast-asia-from-prehistory-to-history/BB2C9BFE6DA8F85EFB0725240FE117BB,medium,Barus anchors the Sumatran west coast while Andaman Nicobar Aceh Deli Pannai and Riau children form several maritime worlds; later Sumatran states are not backdated.,false
area,north_yemen_area,arabia_region,land,Sabaean Highlands and Tihama,Sabaic conventional form / Arabic geographic term,attested polity and landscape construction,GEO-PROXY;STR-ARAB;PLN-ARAB;OCD-HIM,high,Sana'a and the interior highlands belonged to Sabaean-Himyarite competition while Abha Jazan and Hali mark the Tihama-facing flank.,false
area,northern_australia_high_sea_zones_area,australia_region,marine,Northern Sahul Coastal Waters,archaeological geographic term / English,palaeogeographic maritime construction,GEO-PROXY;https://www.cambridge.org/core/books/abs/cambridge-world-prehistory/archaeology-of-australia/8FD599758CD45C497555402360ECF868,medium,The installed seas span the northern Australian coast from Kimberley toward Cape York; Sahul provides a neutral deep-time frame without imposing one language or later colonial sea name.,false
area,northern_caucasus_area,caucasus_region,land,Siraces–Legae Caucasian,Greek and Latin ethnonyms / English,attested people-landscape construction,GEO-PROXY;STR-CAUC,medium,Siraces anchor the northwest approaches and Legae the eastern foothills while numerous mountain communities remain locally distinct; later Alania and Islamic regions are not backdated.,false
area,northern_ethiopia_area,ethiopia_region,land,Aksum–Adulis and Afar Lands,Ge'ez conventional names / English,emerging-centre and coastal-landscape composite,GEO-PROXY;https://whc.unesco.org/en/list/15/;https://depts.washington.edu/silkroad/texts/periplus/periplus.html,high,Aksum and Adulis anchor the Tigray-Eritrean highland and Red Sea exchange axis while Afar and Denkelia preserve the eastern lowland distinction.,false
