granularity,key,parent,kind,ad1_name,language,method,source,confidence,note,unchanged_verified
"subcontinent","australasia","oceania","land","Great Southern Lands","English (classical Greek calque)","directional classical-worldview construction","https://penelope.uchicago.edu/Thayer/E/Roman/Texts/Strabo/1A%2A.html","medium","Neutral footprint name for Australia and New Zealand; not presented as an attested local or Mediterranean macro-name.","false"
"subcontinent","central_africa","africa","land","Inner Aethiopia","Ancient Greek","attested ethnogeography plus footprint qualifier","https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.04.0064%3Aentry%3Daethiopia-geo;https://penelope.uchicago.edu/Thayer/E/Roman/Texts/Strabo/17C%2A.html","medium","Aethiopia was a broad classical designation south of Mediterranean Libya; Inner distinguishes the Congo and central interior footprint.","false"
"subcontinent","central_asia","asia","land","Ariana","Ancient Greek","attested regional macro-name matched to child footprint","https://penelope.uchicago.edu/Thayer/E/Roman/Texts/Strabo/11A%2A.html;https://penelope.uchicago.edu/Thayer/E/Roman/Texts/Strabo/11K%2A.html","high","This engine bucket contains only Khorasan rather than modern Central Asia; Strabo explicitly places the Iranian east within Ariana.","false"
"subcontinent","east_africa","africa","land","Aethiopia and Azania","Ancient Greek / Koine Greek","attested paired macro-regions","https://www.gutenberg.org/files/55054/55054-h/55054-h.htm;https://penelope.uchicago.edu/Thayer/E/Roman/Texts/Strabo/17A1%2A.html","high","Aethiopia covers the Nile and Horn frame while the first-century Periplus names the East African trading coast Azania; together they fit the bucket's inland and coastal regions.","false"
"subcontinent","east_asia","asia","land","Serica and Sinae","Latinized Greek","attested far-eastern macro-regions","https://penelope.uchicago.edu/Thayer/L/Roman/Texts/Pliny_the_Elder/6%2A.html;https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.04.0064%3Aentry%3Dserica-geo","high","The paired classical labels cover overland Inner and northern East Asia and the maritime Chinese world represented by this broad engine bucket.","false"
"subcontinent","eastern_europe","europe","land","Sarmatia, Scythia and Thrace","Ancient Greek / Latin","attested paired ethnogeography extended by footprint","https://penelope.uchicago.edu/Thayer/E/Roman/Texts/Strabo/11B%2A.html;https://penelope.uchicago.edu/Thayer/E/Roman/texts/Strabo/7E%2A.html","high","Sarmatia and Scythia cover the northern and steppe footprint; Thrace makes the included Balkan lands explicit.","false"
"subcontinent","indian_ocean_sub_continent","indian_ocean_continent","marine","Erythraean Waters","Koine Greek","attested macro-name differentiated for hierarchy","https://www.gutenberg.org/files/55054/55054-h/55054-h.htm;https://periplus.arch.uoa.gr/texts/peripl_erythr/intro_en.html","high","Hierarchy-safe variant of the first-century Erythraean Sea name for the sole child water macro-unit.","false"
"subcontinent","middle_east","asia","land","Asia about the Taurus","English (Ancient Greek calque)","attested physical-geography synthesis","https://penelope.uchicago.edu/Thayer/E/Roman/Texts/Strabo/11A%2A.html;https://penelope.uchicago.edu/Thayer/E/Roman/Texts/Strabo/2E2%2A.html","high","Strabo organizes Anatolia Syria Arabia and the Iranian lands through the Taurus and the Cis-/Trans-Tauran division; this replaces the modern Middle East coinage.","false"
"subcontinent","north_africa","africa","land","Mediterranean Libya","English (Ancient Greek calque)","attested macro-name plus physical qualifier","https://penelope.uchicago.edu/Thayer/E/Roman/Texts/Strabo/17C%2A.html;https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.04.0064%3Aentry%3Dlibya-geo","high","Libya is the classical continental name; Mediterranean distinguishes Egypt Macaronesia and the Maghreb from the interior Aethiopian buckets.","false"
"subcontinent","north_america","america","land","Northern Lands Beyond Ocean","English (classical Greek calque)","directional classical-worldview construction","https://penelope.uchicago.edu/Thayer/E/Roman/Texts/Strabo/1A%2A.html","medium","Neutral directional construction for a continent absent from the selected Old World source register; no unsupported universal indigenous endonym is asserted.","false"
"subcontinent","north_asia","asia","land","Scythia Beyond Imaus","Latinized Greek","attested macro-region matched to footprint","https://penelope.uchicago.edu/Thayer/L/Roman/Texts/Pliny_the_Elder/6%2A.html;https://penelope.uchicago.edu/Thayer/E/Roman/Texts/Strabo/11H%2A.html","high","The engine bucket is Siberia; Scythia was the era's broad northern Asian frame and Imaus supplies the classical eastward divider.","false"
"subcontinent","north_atlantic_ocean_sub_continent","atlantic_ocean_continent","marine","Northern Western Ocean","English (classical Greek calque)","directional classical-worldview construction","https://penelope.uchicago.edu/Thayer/E/Roman/Texts/Strabo/1A%2A.html;https://penelope.uchicago.edu/Thayer/E/Roman/Texts/Strabo/4E%2A.html","high","Directional child of Western Ocean covering waters beyond Celtica and Britain.","false"
"subcontinent","north_pacific_ocean_sub_continent","pacific_ocean_continent","marine","Northern Eastern Ocean","English (classical Greek calque)","directional classical-worldview construction","https://penelope.uchicago.edu/Thayer/L/Roman/Texts/Pliny_the_Elder/6%2A.html","medium","Constructed for the northern half of the remote eastern ocean beyond the Scythian and Seric coasts.","false"
"subcontinent","pacific_islands","oceania","land","Isles of the Eastern Ocean","English (classical Greek calque)","physical-geography construction","https://penelope.uchicago.edu/Thayer/E/Roman/Texts/Strabo/1A%2A.html","medium","Neutral island-group construction for Melanesia Micronesia and Polynesia; avoids imposing one archipelago's later name on all three.","false"
"subcontinent","south_america","america","land","Southern Lands Beyond Ocean","English (classical Greek calque)","directional classical-worldview construction","https://penelope.uchicago.edu/Thayer/E/Roman/Texts/Strabo/1A%2A.html","medium","Neutral directional construction for lands absent from the selected Old World source register; no unsupported universal indigenous endonym is asserted.","false"
"subcontinent","south_asia","asia","land","India","Ancient Greek / Latin","attested classical macro-region","https://penelope.uchicago.edu/Thayer/E/Roman/Texts/Strabo/15A1%2A.html","high","Strabo calls India the first and largest eastern country; the engine footprint is the subcontinent from Bengal through the Deccan and western India.","false"
"subcontinent","south_atlantic_sub_continent","atlantic_ocean_continent","marine","Southern Western Ocean","English (classical Greek calque)","directional classical-worldview construction","https://penelope.uchicago.edu/Thayer/E/Roman/Texts/Strabo/1A%2A.html;https://penelope.uchicago.edu/Thayer/E/Roman/Texts/Strabo/17C%2A.html","high","Directional child of Western Ocean along the Hesperian Aethiopian and southern trans-oceanic frontage.","false"
"subcontinent","south_east_asia","asia","land","Golden Chersonese and Isles","English (Ancient Greek calque)","attested regional name plus footprint extension","https://penelope.uchicago.edu/Thayer/E/Journals/JAOS/37/Navigation_to_the_Far_East_under_the_Roman_Empire%2A.html;https://www.gutenberg.org/files/55054/55054-h/55054-h.htm","high","Golden Chersonese names the mainland peninsula in classical geography; and Isles extends the label to the engine bucket's Indonesian archipelago.","false"
"subcontinent","south_pacific_ocean_sub_continent","pacific_ocean_continent","marine","Southern Eastern Ocean","English (classical Greek calque)","directional classical-worldview construction","https://penelope.uchicago.edu/Thayer/E/Roman/Texts/Strabo/1A%2A.html","medium","Directional child of Eastern Outer Ocean for the southern Pacific footprint.","false"
"subcontinent","southern_africa","africa","land","Far Aethiopia","English (Ancient Greek calque)","attested ethnogeography plus distance qualifier","https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.04.0064%3Aentry%3Daethiopia-geo;https://penelope.uchicago.edu/Thayer/E/Roman/Texts/Strabo/17C%2A.html","medium","Aethiopia was broadly applied south of Libya; Far identifies the southern mainland and island footprint without a false precise ancient polity name.","false"
"subcontinent","west_africa","africa","land","Hesperian Aethiopia","Ancient Greek","attested classical ethnogeography","https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.04.0064%3Aentry%3Daethiopia-geo;https://penelope.uchicago.edu/Thayer/E/Roman/Texts/Strabo/17C%2A.html","high","Hesperian Aethiopians are explicitly the western Aethiopian peoples in the classical geographical tradition and fit the Guinea-Sahel footprint.","false"
"subcontinent","western_europe","europe","land","Celtica, Germania and Italia","Ancient Greek / Latin","attested constituent macro-regions","https://penelope.uchicago.edu/Thayer/e/roman/texts/strabo/7a%2A.html;https://penelope.uchicago.edu/Thayer/E/Roman/Texts/Strabo/5A%2A.html","high","The three era labels cover the engine bucket from Iberia and Britain through Gaul Germany Scandinavia and Italy more faithfully than the modern directional label.","false"
